,Alloy System,Composition_Formula,Processing Condition,SS or IM,Phases,# EL,# Phases,Property,References,Class
372,AlCuLiMgZn,AlCu0.2Li0.5MgZn0.5,AC,IM,IM,5,1,"D, M",[117],LightMetalAlloyFamily
373,AlCuLiMgZn,Al16CuLiMgZn,AC,SS+IM,FCC+C16+IM,5,3,"D, M",[117],LightMetalAlloyFamily
374,AlLiMgScTi,AlLiMg0.5ScTi1.5,MA+CP,SS,FCC,5,1,H,[118],LightMetalAlloyFamily
375,AlLiMgSnZn,AlLi0.5MgSn0.2Zn0.5,AC,SS+IM,FCC+D02+2IM,5,4,"D, M",[117],LightMetalAlloyFamily
376,AlLiMgSnZn,AlLiMgSnZn,AC,SS+IM,A5+FCC+HCP+D02+IM,5,5,"D, M",[117],LightMetalAlloyFamily
377,AlLiMgSnZn,Al16LiMgSnZn,AC,SS+IM,A5+FCC+D02+IM,5,4,"D, M",[117],LightMetalAlloyFamily
378,DyGdLuTbTm,DyGdLuTbTm,AC,SS,HCP+Unk,5,2,"D, M",[119],4fTransitionMetalAlloyFamily
379,DyGdLuTbY,DyGdLuTbY,AC,SS,HCP+Unk,5,2,"D, M",[119],4fTransitionMetalAlloyFamily
380,AlBCoCrCuFeNi,Al0.5B0.2CoCrCuFeNi,AC,SS+IM,FCC+IM,7,2,"M, W",[13],BorideCarbideNitride_Metal_Alloy_Family
381,AlBCoCrCuFeNi,Al0.5B0.6CoCrCuFeNi,AC,SS+IM,FCC+IM,7,2,"M, W",[13],BorideCarbideNitride_Metal_Alloy_Family
382,AlBCoCrCuFeNi,Al0.5BCoCrCuFeNi,AC,IM,L12+IM,7,2,"M, W",[13],BorideCarbideNitride_Metal_Alloy_Family
383,AlCCoCrFeNi,AlC0.1CoCrFeNi,AC,SS+IM,BCC+IM,6,2,M,[58],BorideCarbideNitride_Metal_Alloy_Family
384,AlCCoCrFeNi,AlC0.2CoCrFeNi,AC,SS+IM,BCC+IM,6,2,M,[58],BorideCarbideNitride_Metal_Alloy_Family
385,AlCCoCrFeNi,AlC0.3CoCrFeNi,AC,SS+IM,BCC+IM,6,2,M,[58],BorideCarbideNitride_Metal_Alloy_Family
386,AlCCoCrFeNi,AlC0.4CoCrFeNi,AC,SS+IM,BCC+IM,6,2,M,[58],BorideCarbideNitride_Metal_Alloy_Family
387,AlCCoCrFeNi,AlC0.5CoCrFeNi,AC,SS+IM,BCC+IM,6,2,M,[58],BorideCarbideNitride_Metal_Alloy_Family
388,AlCCoCrFeNi,AlCCoCrFeNi,AC,SS+IM,BCC+Graphite+IM,6,3,M,[58],BorideCarbideNitride_Metal_Alloy_Family
389,AlCCoCrFeNi,AlC1.5CoCrFeNi,AC,SS+IM,BCC+Graphite+IM,6,3,M,[58],BorideCarbideNitride_Metal_Alloy_Family
390,AlCuNi,AlCuNi,AC,SS+IM,FCC+B2,3,2,M,[25],Other_CCA_Families
391,BeCuNiTiVZr,BeCuNiTiVZr,AC,IM,Unk,6,≥2,M,[24],Other_CCA_Families
392,CoCrNi,CoCrNi,AC+1200/24h/WQ,SS,FCC,3,1,H,[89],Other_CCA_Families
393,CoCuHfTiZr,CoCuHfTiZr,MS,SS,AM,5,1,"DSC, M",[120],Other_CCA_Families
394,CoFeNi,CoFeNi,MA+SPS,SS,FCC,3,1,H,[3],Other_CCA_Families
395,CoFeNiSi,CoFeNiSi0.25,AC,SS,FCC,4,1,"H, M, MAG, R",[70],Other_CCA_Families
396,CoFeNiSi,CoFeNiSi0.5,AC,SS+IM,FCC+Ni3Si,4,2,"H, M, MAG, R",[70],Other_CCA_Families
397,CoFeNiSi,CoFeNiSi0.75,AC,SS+IM,FCC+Ni3Si,4,2,"H, M, MAG, R",[70],Other_CCA_Families
398,CoMnNi,CoMnNi,AC+1100/24h/WQ,SS,FCC,3,1,H,[89],Other_CCA_Families
399,CrFeNi,CrFeNi,AC+1200/24h/WQ,SS,FCC,3,1,H,[89],Other_CCA_Families
400,CuFeHfTiZr,CuFeHfTiZr,MS,SS,AM,5,1,"DSC, M",[120],Other_CCA_Families
401,CuHfNiTiZr,CuHfNiTiZr,MS,SS,AM,5,1,"DSC, M",[120],Other_CCA_Families
402,FeMnNi,FeMnNi,AC+1100/24h/WQ,SS,FCC,3,1,H,[89],Other_CCA_Families
403,MoPdRhRu,MoPdRhRu,AC+1700C/20h,SS,HCP,4,1,H,[121],Other_CCA_Families
404,MoRhRu,MoRhRu,AC+1700C/20h,SS,HCP,3,1,H,[121],Other_CCA_Families
