,Composition_Formula,GBTPredict
15232,LiTiCrCoPdHf,1.0
15233,LiTiCrCoPdTa,1.0
15234,LiTiCrCoHfTa,1.0
15235,LiTiCrNiCuZn,2.0
15236,LiTiCrNiCuZr,2.0
15237,LiTiCrNiCuNb,2.0
15238,LiTiCrNiCuMo,2.0
15239,LiTiCrNiCuPd,2.0
15240,LiTiCrNiCuHf,2.0
15241,LiTiCrNiCuTa,2.0
15242,LiTiCrNiZnZr,2.0
15243,LiTiCrNiZnNb,2.0
15244,LiTiCrNiZnMo,2.0
15245,LiTiCrNiZnPd,2.0
15246,LiTiCrNiZnHf,1.0
15247,LiTiCrNiZnTa,1.0
15248,LiTiCrNiZrNb,2.0
15249,LiTiCrNiZrMo,2.0
15250,LiTiCrNiZrPd,2.0
15251,LiTiCrNiZrHf,1.0
15252,LiTiCrNiZrTa,1.0
15253,LiTiCrNiNbMo,2.0
15254,LiTiCrNiNbPd,2.0
15255,LiTiCrNiNbHf,2.0
15256,LiTiCrNiNbTa,2.0
15257,LiTiCrNiMoPd,2.0
15258,LiTiCrNiMoHf,2.0
15259,LiTiCrNiMoTa,2.0
15260,LiTiCrNiPdHf,1.0
15261,LiTiCrNiPdTa,1.0
15262,LiTiCrNiHfTa,1.0
15263,LiTiCrCuZnZr,2.0
15264,LiTiCrCuZnNb,2.0
15265,LiTiCrCuZnMo,2.0
15266,LiTiCrCuZnPd,2.0
15267,LiTiCrCuZnHf,2.0
15268,LiTiCrCuZnTa,2.0
15269,LiTiCrCuZrNb,2.0
15270,LiTiCrCuZrMo,2.0
15271,LiTiCrCuZrPd,2.0
15272,LiTiCrCuZrHf,2.0
15273,LiTiCrCuZrTa,2.0
15274,LiTiCrCuNbMo,2.0
15275,LiTiCrCuNbPd,2.0
15276,LiTiCrCuNbHf,1.0
15277,LiTiCrCuNbTa,1.0
15278,LiTiCrCuMoPd,2.0
15279,LiTiCrCuMoHf,1.0
15280,LiTiCrCuMoTa,1.0
15281,LiTiCrCuPdHf,2.0
15282,LiTiCrCuPdTa,2.0
15283,LiTiCrCuHfTa,2.0
15284,LiTiCrZnZrNb,2.0
15285,LiTiCrZnZrMo,2.0
15286,LiTiCrZnZrPd,2.0
15287,LiTiCrZnZrHf,1.0
15288,LiTiCrZnZrTa,1.0
15289,LiTiCrZnNbMo,2.0
15290,LiTiCrZnNbPd,2.0
15291,LiTiCrZnNbHf,2.0
15292,LiTiCrZnNbTa,2.0
15293,LiTiCrZnMoPd,2.0
15294,LiTiCrZnMoHf,2.0
15295,LiTiCrZnMoTa,2.0
15296,LiTiCrZnPdHf,1.0
15297,LiTiCrZnPdTa,1.0
15298,LiTiCrZnHfTa,1.0
15299,LiTiCrZrNbMo,2.0
15300,LiTiCrZrNbPd,2.0
15301,LiTiCrZrNbHf,2.0
15302,LiTiCrZrNbTa,2.0
15303,LiTiCrZrMoPd,2.0
15304,LiTiCrZrMoHf,2.0
15305,LiTiCrZrMoTa,2.0
15306,LiTiCrZrPdHf,2.0
15307,LiTiCrZrPdTa,2.0
15308,LiTiCrZrHfTa,1.0
15309,LiTiCrNbMoPd,1.0
15310,LiTiCrNbMoHf,2.0
15311,LiTiCrNbMoTa,1.0
15312,LiTiCrNbPdHf,2.0
15313,LiTiCrNbPdTa,2.0
15314,LiTiCrNbHfTa,2.0
15315,LiTiCrMoPdHf,2.0
15316,LiTiCrMoPdTa,2.0
15317,LiTiCrMoHfTa,2.0
15318,LiTiCrPdHfTa,1.0
15319,LiTiMnFeCoNi,2.0
15320,LiTiMnFeCoCu,2.0
15321,LiTiMnFeCoZn,2.0
15322,LiTiMnFeCoZr,2.0
15323,LiTiMnFeCoNb,2.0
15324,LiTiMnFeCoMo,2.0
15325,LiTiMnFeCoPd,2.0
15326,LiTiMnFeCoHf,1.0
15327,LiTiMnFeCoTa,1.0
15328,LiTiMnFeNiCu,2.0
15329,LiTiMnFeNiZn,2.0
15330,LiTiMnFeNiZr,2.0
15331,LiTiMnFeNiNb,2.0
15332,LiTiMnFeNiMo,2.0
15333,LiTiMnFeNiPd,2.0
15334,LiTiMnFeNiHf,1.0
15335,LiTiMnFeNiTa,1.0
15336,LiTiMnFeCuZn,2.0
15337,LiTiMnFeCuZr,2.0
15338,LiTiMnFeCuNb,2.0
15339,LiTiMnFeCuMo,2.0
15340,LiTiMnFeCuPd,2.0
15341,LiTiMnFeCuHf,1.0
15342,LiTiMnFeCuTa,1.0
15343,LiTiMnFeZnZr,1.0
15344,LiTiMnFeZnNb,2.0
15345,LiTiMnFeZnMo,2.0
15346,LiTiMnFeZnPd,2.0
15347,LiTiMnFeZnHf,1.0
15348,LiTiMnFeZnTa,1.0
15349,LiTiMnFeZrNb,2.0
15350,LiTiMnFeZrMo,2.0
15351,LiTiMnFeZrPd,2.0
15352,LiTiMnFeZrHf,1.0
15353,LiTiMnFeZrTa,1.0
15354,LiTiMnFeNbMo,2.0
15355,LiTiMnFeNbPd,2.0
15356,LiTiMnFeNbHf,1.0
15357,LiTiMnFeNbTa,1.0
15358,LiTiMnFeMoPd,2.0
15359,LiTiMnFeMoHf,1.0
15360,LiTiMnFeMoTa,1.0
15361,LiTiMnFePdHf,1.0
15362,LiTiMnFePdTa,1.0
15363,LiTiMnFeHfTa,1.0
15364,LiTiMnCoNiCu,2.0
15365,LiTiMnCoNiZn,1.0
15366,LiTiMnCoNiZr,2.0
15367,LiTiMnCoNiNb,2.0
15368,LiTiMnCoNiMo,2.0
15369,LiTiMnCoNiPd,2.0
15370,LiTiMnCoNiHf,1.0
15371,LiTiMnCoNiTa,1.0
15372,LiTiMnCoCuZn,1.0
15373,LiTiMnCoCuZr,2.0
15374,LiTiMnCoCuNb,2.0
15375,LiTiMnCoCuMo,2.0
15376,LiTiMnCoCuPd,2.0
15377,LiTiMnCoCuHf,1.0
15378,LiTiMnCoCuTa,1.0
15379,LiTiMnCoZnZr,2.0
15380,LiTiMnCoZnNb,1.0
15381,LiTiMnCoZnMo,2.0
15382,LiTiMnCoZnPd,2.0
15383,LiTiMnCoZnHf,1.0
15384,LiTiMnCoZnTa,1.0
15385,LiTiMnCoZrNb,2.0
15386,LiTiMnCoZrMo,2.0
15387,LiTiMnCoZrPd,2.0
15388,LiTiMnCoZrHf,1.0
15389,LiTiMnCoZrTa,1.0
15390,LiTiMnCoNbMo,2.0
15391,LiTiMnCoNbPd,2.0
15392,LiTiMnCoNbHf,1.0
15393,LiTiMnCoNbTa,1.0
15394,LiTiMnCoMoPd,2.0
15395,LiTiMnCoMoHf,1.0
15396,LiTiMnCoMoTa,1.0
15397,LiTiMnCoPdHf,1.0
15398,LiTiMnCoPdTa,1.0
15399,LiTiMnCoHfTa,1.0
15400,LiTiMnNiCuZn,2.0
15401,LiTiMnNiCuZr,2.0
15402,LiTiMnNiCuNb,2.0
15403,LiTiMnNiCuMo,2.0
15404,LiTiMnNiCuPd,2.0
15405,LiTiMnNiCuHf,1.0
15406,LiTiMnNiCuTa,1.0
15407,LiTiMnNiZnZr,2.0
15408,LiTiMnNiZnNb,2.0
15409,LiTiMnNiZnMo,2.0
15410,LiTiMnNiZnPd,2.0
15411,LiTiMnNiZnHf,1.0
15412,LiTiMnNiZnTa,1.0
15413,LiTiMnNiZrNb,2.0
15414,LiTiMnNiZrMo,2.0
15415,LiTiMnNiZrPd,2.0
15416,LiTiMnNiZrHf,1.0
15417,LiTiMnNiZrTa,1.0
15418,LiTiMnNiNbMo,2.0
15419,LiTiMnNiNbPd,2.0
15420,LiTiMnNiNbHf,1.0
15421,LiTiMnNiNbTa,1.0
15422,LiTiMnNiMoPd,2.0
15423,LiTiMnNiMoHf,1.0
15424,LiTiMnNiMoTa,1.0
15425,LiTiMnNiPdHf,1.0
15426,LiTiMnNiPdTa,1.0
15427,LiTiMnNiHfTa,1.0
15428,LiTiMnCuZnZr,2.0
15429,LiTiMnCuZnNb,2.0
15430,LiTiMnCuZnMo,2.0
15431,LiTiMnCuZnPd,2.0
15432,LiTiMnCuZnHf,1.0
15433,LiTiMnCuZnTa,1.0
15434,LiTiMnCuZrNb,2.0
15435,LiTiMnCuZrMo,2.0
15436,LiTiMnCuZrPd,2.0
15437,LiTiMnCuZrHf,1.0
15438,LiTiMnCuZrTa,1.0
15439,LiTiMnCuNbMo,2.0
15440,LiTiMnCuNbPd,2.0
15441,LiTiMnCuNbHf,2.0
15442,LiTiMnCuNbTa,2.0
15443,LiTiMnCuMoPd,2.0
15444,LiTiMnCuMoHf,2.0
15445,LiTiMnCuMoTa,2.0
15446,LiTiMnCuPdHf,1.0
15447,LiTiMnCuPdTa,1.0
15448,LiTiMnCuHfTa,1.0
15449,LiTiMnZnZrNb,2.0
15450,LiTiMnZnZrMo,2.0
15451,LiTiMnZnZrPd,2.0
15452,LiTiMnZnZrHf,1.0
15453,LiTiMnZnZrTa,1.0
15454,LiTiMnZnNbMo,2.0
15455,LiTiMnZnNbPd,2.0
15456,LiTiMnZnNbHf,1.0
15457,LiTiMnZnNbTa,1.0
15458,LiTiMnZnMoPd,2.0
15459,LiTiMnZnMoHf,1.0
15460,LiTiMnZnMoTa,1.0
15461,LiTiMnZnPdHf,1.0
15462,LiTiMnZnPdTa,1.0
15463,LiTiMnZnHfTa,1.0
15464,LiTiMnZrNbMo,2.0
15465,LiTiMnZrNbPd,2.0
15466,LiTiMnZrNbHf,1.0
15467,LiTiMnZrNbTa,1.0
15468,LiTiMnZrMoPd,2.0
15469,LiTiMnZrMoHf,1.0
15470,LiTiMnZrMoTa,1.0
15471,LiTiMnZrPdHf,2.0
15472,LiTiMnZrPdTa,1.0
15473,LiTiMnZrHfTa,1.0
15474,LiTiMnNbMoPd,2.0
15475,LiTiMnNbMoHf,2.0
15476,LiTiMnNbMoTa,2.0
15477,LiTiMnNbPdHf,2.0
15478,LiTiMnNbPdTa,1.0
15479,LiTiMnNbHfTa,1.0
15480,LiTiMnMoPdHf,1.0
15481,LiTiMnMoPdTa,1.0
15482,LiTiMnMoHfTa,1.0
15483,LiTiMnPdHfTa,1.0
15484,LiTiFeCoNiCu,2.0
15485,LiTiFeCoNiZn,1.0
15486,LiTiFeCoNiZr,2.0
15487,LiTiFeCoNiNb,2.0
15488,LiTiFeCoNiMo,2.0
15489,LiTiFeCoNiPd,2.0
15490,LiTiFeCoNiHf,1.0
15491,LiTiFeCoNiTa,1.0
15492,LiTiFeCoCuZn,2.0
15493,LiTiFeCoCuZr,2.0
15494,LiTiFeCoCuNb,2.0
15495,LiTiFeCoCuMo,2.0
15496,LiTiFeCoCuPd,2.0
15497,LiTiFeCoCuHf,1.0
15498,LiTiFeCoCuTa,1.0
15499,LiTiFeCoZnZr,2.0
15500,LiTiFeCoZnNb,2.0
15501,LiTiFeCoZnMo,2.0
15502,LiTiFeCoZnPd,2.0
15503,LiTiFeCoZnHf,1.0
15504,LiTiFeCoZnTa,1.0
15505,LiTiFeCoZrNb,2.0
15506,LiTiFeCoZrMo,2.0
15507,LiTiFeCoZrPd,2.0
15508,LiTiFeCoZrHf,1.0
15509,LiTiFeCoZrTa,1.0
15510,LiTiFeCoNbMo,2.0
15511,LiTiFeCoNbPd,2.0
15512,LiTiFeCoNbHf,1.0
15513,LiTiFeCoNbTa,1.0
15514,LiTiFeCoMoPd,2.0
15515,LiTiFeCoMoHf,1.0
15516,LiTiFeCoMoTa,1.0
15517,LiTiFeCoPdHf,1.0
15518,LiTiFeCoPdTa,1.0
15519,LiTiFeCoHfTa,1.0
15520,LiTiFeNiCuZn,2.0
15521,LiTiFeNiCuZr,2.0
15522,LiTiFeNiCuNb,2.0
15523,LiTiFeNiCuMo,2.0
15524,LiTiFeNiCuPd,2.0
15525,LiTiFeNiCuHf,1.0
15526,LiTiFeNiCuTa,1.0
15527,LiTiFeNiZnZr,2.0
15528,LiTiFeNiZnNb,2.0
15529,LiTiFeNiZnMo,2.0
15530,LiTiFeNiZnPd,2.0
15531,LiTiFeNiZnHf,1.0
15532,LiTiFeNiZnTa,1.0
15533,LiTiFeNiZrNb,2.0
15534,LiTiFeNiZrMo,2.0
15535,LiTiFeNiZrPd,2.0
15536,LiTiFeNiZrHf,1.0
15537,LiTiFeNiZrTa,1.0
15538,LiTiFeNiNbMo,2.0
15539,LiTiFeNiNbPd,2.0
15540,LiTiFeNiNbHf,1.0
15541,LiTiFeNiNbTa,1.0
15542,LiTiFeNiMoPd,2.0
15543,LiTiFeNiMoHf,1.0
15544,LiTiFeNiMoTa,1.0
15545,LiTiFeNiPdHf,1.0
15546,LiTiFeNiPdTa,1.0
15547,LiTiFeNiHfTa,1.0
15548,LiTiFeCuZnZr,2.0
15549,LiTiFeCuZnNb,2.0
15550,LiTiFeCuZnMo,2.0
15551,LiTiFeCuZnPd,2.0
15552,LiTiFeCuZnHf,1.0
15553,LiTiFeCuZnTa,1.0
15554,LiTiFeCuZrNb,2.0
15555,LiTiFeCuZrMo,2.0
15556,LiTiFeCuZrPd,2.0
15557,LiTiFeCuZrHf,1.0
15558,LiTiFeCuZrTa,1.0
15559,LiTiFeCuNbMo,2.0
15560,LiTiFeCuNbPd,2.0
15561,LiTiFeCuNbHf,2.0
15562,LiTiFeCuNbTa,1.0
15563,LiTiFeCuMoPd,2.0
15564,LiTiFeCuMoHf,2.0
15565,LiTiFeCuMoTa,2.0
15566,LiTiFeCuPdHf,1.0
15567,LiTiFeCuPdTa,1.0
15568,LiTiFeCuHfTa,1.0
15569,LiTiFeZnZrNb,2.0
15570,LiTiFeZnZrMo,2.0
15571,LiTiFeZnZrPd,2.0
15572,LiTiFeZnZrHf,1.0
15573,LiTiFeZnZrTa,1.0
15574,LiTiFeZnNbMo,2.0
15575,LiTiFeZnNbPd,2.0
15576,LiTiFeZnNbHf,1.0
15577,LiTiFeZnNbTa,1.0
15578,LiTiFeZnMoPd,2.0
15579,LiTiFeZnMoHf,1.0
15580,LiTiFeZnMoTa,1.0
15581,LiTiFeZnPdHf,1.0
15582,LiTiFeZnPdTa,1.0
15583,LiTiFeZnHfTa,1.0
15584,LiTiFeZrNbMo,2.0
15585,LiTiFeZrNbPd,2.0
15586,LiTiFeZrNbHf,1.0
15587,LiTiFeZrNbTa,1.0
15588,LiTiFeZrMoPd,2.0
15589,LiTiFeZrMoHf,1.0
15590,LiTiFeZrMoTa,1.0
15591,LiTiFeZrPdHf,1.0
15592,LiTiFeZrPdTa,1.0
15593,LiTiFeZrHfTa,1.0
15594,LiTiFeNbMoPd,2.0
15595,LiTiFeNbMoHf,2.0
15596,LiTiFeNbMoTa,2.0
15597,LiTiFeNbPdHf,2.0
15598,LiTiFeNbPdTa,1.0
15599,LiTiFeNbHfTa,1.0
15600,LiTiFeMoPdHf,2.0
15601,LiTiFeMoPdTa,1.0
15602,LiTiFeMoHfTa,1.0
15603,LiTiFePdHfTa,1.0
15604,LiTiCoNiCuZn,1.0
15605,LiTiCoNiCuZr,2.0
15606,LiTiCoNiCuNb,2.0
15607,LiTiCoNiCuMo,2.0
15608,LiTiCoNiCuPd,2.0
15609,LiTiCoNiCuHf,1.0
15610,LiTiCoNiCuTa,1.0
15611,LiTiCoNiZnZr,2.0
15612,LiTiCoNiZnNb,2.0
15613,LiTiCoNiZnMo,1.0
15614,LiTiCoNiZnPd,2.0
15615,LiTiCoNiZnHf,1.0
15616,LiTiCoNiZnTa,1.0
15617,LiTiCoNiZrNb,2.0
15618,LiTiCoNiZrMo,2.0
15619,LiTiCoNiZrPd,2.0
15620,LiTiCoNiZrHf,1.0
15621,LiTiCoNiZrTa,1.0
15622,LiTiCoNiNbMo,2.0
15623,LiTiCoNiNbPd,2.0
15624,LiTiCoNiNbHf,1.0
15625,LiTiCoNiNbTa,1.0
15626,LiTiCoNiMoPd,2.0
15627,LiTiCoNiMoHf,1.0
15628,LiTiCoNiMoTa,1.0
15629,LiTiCoNiPdHf,1.0
15630,LiTiCoNiPdTa,1.0
15631,LiTiCoNiHfTa,1.0
15632,LiTiCoCuZnZr,2.0
15633,LiTiCoCuZnNb,2.0
15634,LiTiCoCuZnMo,2.0
15635,LiTiCoCuZnPd,2.0
15636,LiTiCoCuZnHf,1.0
15637,LiTiCoCuZnTa,1.0
15638,LiTiCoCuZrNb,2.0
15639,LiTiCoCuZrMo,2.0
15640,LiTiCoCuZrPd,2.0
15641,LiTiCoCuZrHf,1.0
15642,LiTiCoCuZrTa,1.0
15643,LiTiCoCuNbMo,2.0
15644,LiTiCoCuNbPd,2.0
15645,LiTiCoCuNbHf,2.0
15646,LiTiCoCuNbTa,2.0
15647,LiTiCoCuMoPd,2.0
15648,LiTiCoCuMoHf,2.0
15649,LiTiCoCuMoTa,2.0
15650,LiTiCoCuPdHf,1.0
15651,LiTiCoCuPdTa,2.0
15652,LiTiCoCuHfTa,1.0
15653,LiTiCoZnZrNb,2.0
15654,LiTiCoZnZrMo,2.0
15655,LiTiCoZnZrPd,2.0
15656,LiTiCoZnZrHf,1.0
15657,LiTiCoZnZrTa,1.0
15658,LiTiCoZnNbMo,2.0
15659,LiTiCoZnNbPd,2.0
15660,LiTiCoZnNbHf,1.0
15661,LiTiCoZnNbTa,1.0
15662,LiTiCoZnMoPd,2.0
15663,LiTiCoZnMoHf,1.0
15664,LiTiCoZnMoTa,1.0
15665,LiTiCoZnPdHf,1.0
15666,LiTiCoZnPdTa,1.0
15667,LiTiCoZnHfTa,1.0
15668,LiTiCoZrNbMo,2.0
15669,LiTiCoZrNbPd,2.0
15670,LiTiCoZrNbHf,1.0
15671,LiTiCoZrNbTa,1.0
15672,LiTiCoZrMoPd,2.0
15673,LiTiCoZrMoHf,1.0
15674,LiTiCoZrMoTa,1.0
15675,LiTiCoZrPdHf,2.0
15676,LiTiCoZrPdTa,1.0
15677,LiTiCoZrHfTa,1.0
15678,LiTiCoNbMoPd,2.0
15679,LiTiCoNbMoHf,2.0
15680,LiTiCoNbMoTa,2.0
15681,LiTiCoNbPdHf,2.0
15682,LiTiCoNbPdTa,1.0
15683,LiTiCoNbHfTa,1.0
15684,LiTiCoMoPdHf,1.0
15685,LiTiCoMoPdTa,1.0
15686,LiTiCoMoHfTa,1.0
15687,LiTiCoPdHfTa,1.0
15688,LiTiNiCuZnZr,1.0
15689,LiTiNiCuZnNb,2.0
15690,LiTiNiCuZnMo,2.0
15691,LiTiNiCuZnPd,2.0
15692,LiTiNiCuZnHf,1.0
15693,LiTiNiCuZnTa,1.0
15694,LiTiNiCuZrNb,2.0
15695,LiTiNiCuZrMo,2.0
15696,LiTiNiCuZrPd,2.0
15697,LiTiNiCuZrHf,1.0
15698,LiTiNiCuZrTa,1.0
15699,LiTiNiCuNbMo,2.0
15700,LiTiNiCuNbPd,2.0
15701,LiTiNiCuNbHf,2.0
15702,LiTiNiCuNbTa,2.0
15703,LiTiNiCuMoPd,2.0
15704,LiTiNiCuMoHf,2.0
15705,LiTiNiCuMoTa,2.0
15706,LiTiNiCuPdHf,1.0
15707,LiTiNiCuPdTa,1.0
15708,LiTiNiCuHfTa,1.0
15709,LiTiNiZnZrNb,2.0
15710,LiTiNiZnZrMo,2.0
15711,LiTiNiZnZrPd,2.0
15712,LiTiNiZnZrHf,1.0
15713,LiTiNiZnZrTa,1.0
15714,LiTiNiZnNbMo,2.0
15715,LiTiNiZnNbPd,2.0
15716,LiTiNiZnNbHf,1.0
15717,LiTiNiZnNbTa,1.0
15718,LiTiNiZnMoPd,2.0
15719,LiTiNiZnMoHf,1.0
15720,LiTiNiZnMoTa,1.0
15721,LiTiNiZnPdHf,1.0
15722,LiTiNiZnPdTa,1.0
15723,LiTiNiZnHfTa,1.0
15724,LiTiNiZrNbMo,2.0
15725,LiTiNiZrNbPd,2.0
15726,LiTiNiZrNbHf,1.0
15727,LiTiNiZrNbTa,1.0
15728,LiTiNiZrMoPd,2.0
15729,LiTiNiZrMoHf,1.0
15730,LiTiNiZrMoTa,1.0
15731,LiTiNiZrPdHf,1.0
15732,LiTiNiZrPdTa,1.0
15733,LiTiNiZrHfTa,1.0
15734,LiTiNiNbMoPd,2.0
15735,LiTiNiNbMoHf,2.0
15736,LiTiNiNbMoTa,2.0
15737,LiTiNiNbPdHf,1.0
15738,LiTiNiNbPdTa,1.0
15739,LiTiNiNbHfTa,1.0
15740,LiTiNiMoPdHf,1.0
15741,LiTiNiMoPdTa,1.0
15742,LiTiNiMoHfTa,1.0
15743,LiTiNiPdHfTa,1.0
15744,LiTiCuZnZrNb,2.0
15745,LiTiCuZnZrMo,2.0
15746,LiTiCuZnZrPd,2.0
15747,LiTiCuZnZrHf,1.0
15748,LiTiCuZnZrTa,1.0
15749,LiTiCuZnNbMo,2.0
15750,LiTiCuZnNbPd,2.0
15751,LiTiCuZnNbHf,2.0
15752,LiTiCuZnNbTa,2.0
15753,LiTiCuZnMoPd,2.0
15754,LiTiCuZnMoHf,2.0
15755,LiTiCuZnMoTa,2.0
15756,LiTiCuZnPdHf,1.0
15757,LiTiCuZnPdTa,1.0
15758,LiTiCuZnHfTa,1.0
15759,LiTiCuZrNbMo,2.0
15760,LiTiCuZrNbPd,2.0
15761,LiTiCuZrNbHf,2.0
15762,LiTiCuZrNbTa,2.0
15763,LiTiCuZrMoPd,2.0
15764,LiTiCuZrMoHf,2.0
15765,LiTiCuZrMoTa,2.0
15766,LiTiCuZrPdHf,1.0
15767,LiTiCuZrPdTa,1.0
15768,LiTiCuZrHfTa,1.0
15769,LiTiCuNbMoPd,2.0
15770,LiTiCuNbMoHf,1.0
15771,LiTiCuNbMoTa,1.0
15772,LiTiCuNbPdHf,2.0
15773,LiTiCuNbPdTa,2.0
15774,LiTiCuNbHfTa,2.0
15775,LiTiCuMoPdHf,2.0
15776,LiTiCuMoPdTa,1.0
15777,LiTiCuMoHfTa,2.0
15778,LiTiCuPdHfTa,1.0
15779,LiTiZnZrNbMo,2.0
15780,LiTiZnZrNbPd,2.0
15781,LiTiZnZrNbHf,1.0
15782,LiTiZnZrNbTa,1.0
15783,LiTiZnZrMoPd,2.0
15784,LiTiZnZrMoHf,1.0
15785,LiTiZnZrMoTa,1.0
15786,LiTiZnZrPdHf,1.0
15787,LiTiZnZrPdTa,1.0
15788,LiTiZnZrHfTa,1.0
15789,LiTiZnNbMoPd,2.0
15790,LiTiZnNbMoHf,2.0
15791,LiTiZnNbMoTa,1.0
15792,LiTiZnNbPdHf,1.0
15793,LiTiZnNbPdTa,1.0
15794,LiTiZnNbHfTa,1.0
15795,LiTiZnMoPdHf,1.0
15796,LiTiZnMoPdTa,1.0
15797,LiTiZnMoHfTa,1.0
15798,LiTiZnPdHfTa,1.0
15799,LiTiZrNbMoPd,2.0
15800,LiTiZrNbMoHf,2.0
15801,LiTiZrNbMoTa,2.0
15802,LiTiZrNbPdHf,1.0
15803,LiTiZrNbPdTa,1.0
15804,LiTiZrNbHfTa,1.0
15805,LiTiZrMoPdHf,1.0
15806,LiTiZrMoPdTa,1.0
15807,LiTiZrMoHfTa,1.0
15808,LiTiZrPdHfTa,1.0
15809,LiTiNbMoPdHf,2.0
15810,LiTiNbMoPdTa,1.0
15811,LiTiNbMoHfTa,1.0
15812,LiTiNbPdHfTa,1.0
15813,LiTiMoPdHfTa,1.0
15814,LiVCrMnFeCo,1.0
15815,LiVCrMnFeNi,2.0
15816,LiVCrMnFeCu,2.0
15817,LiVCrMnFeZn,2.0
15818,LiVCrMnFeZr,2.0
15819,LiVCrMnFeNb,2.0
15820,LiVCrMnFeMo,2.0
15821,LiVCrMnFePd,2.0
15822,LiVCrMnFeHf,1.0
15823,LiVCrMnFeTa,1.0
15824,LiVCrMnCoNi,2.0
15825,LiVCrMnCoCu,2.0
15826,LiVCrMnCoZn,2.0
15827,LiVCrMnCoZr,2.0
15828,LiVCrMnCoNb,2.0
15829,LiVCrMnCoMo,2.0
15830,LiVCrMnCoPd,2.0
15831,LiVCrMnCoHf,1.0
15832,LiVCrMnCoTa,1.0
15833,LiVCrMnNiCu,2.0
15834,LiVCrMnNiZn,2.0
15835,LiVCrMnNiZr,2.0
15836,LiVCrMnNiNb,2.0
15837,LiVCrMnNiMo,2.0
15838,LiVCrMnNiPd,2.0
15839,LiVCrMnNiHf,1.0
15840,LiVCrMnNiTa,1.0
15841,LiVCrMnCuZn,2.0
15842,LiVCrMnCuZr,2.0
15843,LiVCrMnCuNb,2.0
15844,LiVCrMnCuMo,2.0
15845,LiVCrMnCuPd,2.0
15846,LiVCrMnCuHf,2.0
15847,LiVCrMnCuTa,2.0
15848,LiVCrMnZnZr,2.0
15849,LiVCrMnZnNb,2.0
15850,LiVCrMnZnMo,2.0
15851,LiVCrMnZnPd,2.0
15852,LiVCrMnZnHf,1.0
15853,LiVCrMnZnTa,1.0
15854,LiVCrMnZrNb,2.0
15855,LiVCrMnZrMo,2.0
15856,LiVCrMnZrPd,2.0
15857,LiVCrMnZrHf,1.0
15858,LiVCrMnZrTa,1.0
15859,LiVCrMnNbMo,2.0
15860,LiVCrMnNbPd,2.0
15861,LiVCrMnNbHf,2.0
15862,LiVCrMnNbTa,2.0
15863,LiVCrMnMoPd,2.0
15864,LiVCrMnMoHf,2.0
15865,LiVCrMnMoTa,2.0
15866,LiVCrMnPdHf,1.0
15867,LiVCrMnPdTa,1.0
15868,LiVCrMnHfTa,1.0
15869,LiVCrFeCoNi,2.0
15870,LiVCrFeCoCu,2.0
15871,LiVCrFeCoZn,2.0
15872,LiVCrFeCoZr,2.0
15873,LiVCrFeCoNb,2.0
15874,LiVCrFeCoMo,2.0
15875,LiVCrFeCoPd,2.0
15876,LiVCrFeCoHf,1.0
15877,LiVCrFeCoTa,1.0
15878,LiVCrFeNiCu,2.0
15879,LiVCrFeNiZn,2.0
15880,LiVCrFeNiZr,2.0
15881,LiVCrFeNiNb,2.0
15882,LiVCrFeNiMo,2.0
15883,LiVCrFeNiPd,2.0
15884,LiVCrFeNiHf,1.0
15885,LiVCrFeNiTa,1.0
15886,LiVCrFeCuZn,2.0
15887,LiVCrFeCuZr,2.0
15888,LiVCrFeCuNb,2.0
15889,LiVCrFeCuMo,2.0
15890,LiVCrFeCuPd,2.0
15891,LiVCrFeCuHf,2.0
15892,LiVCrFeCuTa,2.0
15893,LiVCrFeZnZr,2.0
15894,LiVCrFeZnNb,2.0
15895,LiVCrFeZnMo,2.0
15896,LiVCrFeZnPd,2.0
15897,LiVCrFeZnHf,1.0
15898,LiVCrFeZnTa,1.0
15899,LiVCrFeZrNb,2.0
15900,LiVCrFeZrMo,2.0
15901,LiVCrFeZrPd,2.0
15902,LiVCrFeZrHf,1.0
15903,LiVCrFeZrTa,1.0
15904,LiVCrFeNbMo,2.0
15905,LiVCrFeNbPd,2.0
15906,LiVCrFeNbHf,2.0
15907,LiVCrFeNbTa,2.0
15908,LiVCrFeMoPd,2.0
15909,LiVCrFeMoHf,2.0
15910,LiVCrFeMoTa,2.0
15911,LiVCrFePdHf,1.0
15912,LiVCrFePdTa,1.0
15913,LiVCrFeHfTa,1.0
15914,LiVCrCoNiCu,2.0
15915,LiVCrCoNiZn,2.0
15916,LiVCrCoNiZr,2.0
15917,LiVCrCoNiNb,2.0
15918,LiVCrCoNiMo,2.0
15919,LiVCrCoNiPd,2.0
15920,LiVCrCoNiHf,1.0
15921,LiVCrCoNiTa,1.0
15922,LiVCrCoCuZn,2.0
15923,LiVCrCoCuZr,2.0
15924,LiVCrCoCuNb,2.0
15925,LiVCrCoCuMo,2.0
15926,LiVCrCoCuPd,2.0
15927,LiVCrCoCuHf,2.0
15928,LiVCrCoCuTa,2.0
15929,LiVCrCoZnZr,2.0
15930,LiVCrCoZnNb,2.0
15931,LiVCrCoZnMo,2.0
15932,LiVCrCoZnPd,1.0
15933,LiVCrCoZnHf,1.0
15934,LiVCrCoZnTa,1.0
15935,LiVCrCoZrNb,2.0
15936,LiVCrCoZrMo,2.0
