,Composition_Formula,GBTPredict
940,AlNiZnMo,2.0
941,AlNiZnPd,2.0
942,AlNiZnHf,1.0
943,AlNiZnTa,1.0
944,AlNiZrNb,2.0
945,AlNiZrMo,2.0
946,AlNiZrPd,2.0
947,AlNiZrHf,1.0
948,AlNiZrTa,1.0
949,AlNiNbMo,2.0
950,AlNiNbPd,2.0
951,AlNiNbHf,1.0
952,AlNiNbTa,1.0
953,AlNiMoPd,2.0
954,AlNiMoHf,1.0
955,AlNiMoTa,1.0
956,AlNiPdHf,1.0
957,AlNiPdTa,1.0
958,AlNiHfTa,1.0
959,AlCuZnZr,2.0
960,AlCuZnNb,2.0
961,AlCuZnMo,2.0
962,AlCuZnPd,1.0
963,AlCuZnHf,1.0
964,AlCuZnTa,1.0
965,AlCuZrNb,2.0
966,AlCuZrMo,2.0
967,AlCuZrPd,2.0
968,AlCuZrHf,1.0
969,AlCuZrTa,1.0
970,AlCuNbMo,2.0
971,AlCuNbPd,2.0
972,AlCuNbHf,1.0
973,AlCuNbTa,1.0
974,AlCuMoPd,2.0
975,AlCuMoHf,1.0
976,AlCuMoTa,2.0
977,AlCuPdHf,1.0
978,AlCuPdTa,1.0
979,AlCuHfTa,1.0
980,AlZnZrNb,2.0
981,AlZnZrMo,2.0
982,AlZnZrPd,2.0
983,AlZnZrHf,1.0
984,AlZnZrTa,1.0
985,AlZnNbMo,1.0
986,AlZnNbPd,1.0
987,AlZnNbHf,1.0
988,AlZnNbTa,1.0
989,AlZnMoPd,1.0
990,AlZnMoHf,1.0
991,AlZnMoTa,1.0
992,AlZnPdHf,1.0
993,AlZnPdTa,1.0
994,AlZnHfTa,1.0
995,AlZrNbMo,2.0
996,AlZrNbPd,1.0
997,AlZrNbHf,1.0
998,AlZrNbTa,1.0
999,AlZrMoPd,1.0
1000,AlZrMoHf,1.0
1001,AlZrMoTa,1.0
1002,AlZrPdHf,1.0
1003,AlZrPdTa,1.0
1004,AlZrHfTa,1.0
1005,AlNbMoPd,1.0
1006,AlNbMoHf,1.0
1007,AlNbMoTa,1.0
1008,AlNbPdHf,1.0
1009,AlNbPdTa,1.0
1010,AlNbHfTa,1.0
1011,AlMoPdHf,1.0
1012,AlMoPdTa,1.0
1013,AlMoHfTa,1.0
1014,AlPdHfTa,1.0
1015,TiVCrMn,2.0
1016,TiVCrFe,2.0
1017,TiVCrCo,1.0
1018,TiVCrNi,0.0
1019,TiVCrCu,2.0
1020,TiVCrZn,1.0
1021,TiVCrZr,2.0
1022,TiVCrNb,2.0
1023,TiVCrMo,2.0
1024,TiVCrPd,2.0
1025,TiVCrHf,1.0
1026,TiVCrTa,1.0
1027,TiVMnFe,2.0
1028,TiVMnCo,1.0
1029,TiVMnNi,0.0
1030,TiVMnCu,1.0
1031,TiVMnZn,1.0
1032,TiVMnZr,1.0
1033,TiVMnNb,1.0
1034,TiVMnMo,1.0
1035,TiVMnPd,2.0
1036,TiVMnHf,1.0
1037,TiVMnTa,1.0
1038,TiVFeCo,0.0
1039,TiVFeNi,0.0
1040,TiVFeCu,0.0
1041,TiVFeZn,1.0
1042,TiVFeZr,0.0
1043,TiVFeNb,1.0
1044,TiVFeMo,2.0
1045,TiVFePd,2.0
1046,TiVFeHf,1.0
1047,TiVFeTa,1.0
1048,TiVCoNi,0.0
1049,TiVCoCu,0.0
1050,TiVCoZn,1.0
1051,TiVCoZr,0.0
1052,TiVCoNb,0.0
1053,TiVCoMo,2.0
1054,TiVCoPd,2.0
1055,TiVCoHf,1.0
1056,TiVCoTa,1.0
1057,TiVNiCu,2.0
1058,TiVNiZn,1.0
1059,TiVNiZr,0.0
1060,TiVNiNb,1.0
1061,TiVNiMo,2.0
1062,TiVNiPd,2.0
1063,TiVNiHf,1.0
1064,TiVNiTa,1.0
1065,TiVCuZn,1.0
1066,TiVCuZr,0.0
1067,TiVCuNb,2.0
1068,TiVCuMo,2.0
1069,TiVCuPd,2.0
1070,TiVCuHf,1.0
1071,TiVCuTa,1.0
1072,TiVZnZr,1.0
1073,TiVZnNb,1.0
1074,TiVZnMo,1.0
1075,TiVZnPd,1.0
1076,TiVZnHf,1.0
1077,TiVZnTa,1.0
1078,TiVZrNb,1.0
1079,TiVZrMo,1.0
1080,TiVZrPd,1.0
1081,TiVZrHf,1.0
1082,TiVZrTa,1.0
1083,TiVNbMo,1.0
1084,TiVNbPd,1.0
1085,TiVNbHf,1.0
1086,TiVNbTa,1.0
1087,TiVMoPd,1.0
1088,TiVMoHf,1.0
1089,TiVMoTa,1.0
1090,TiVPdHf,1.0
1091,TiVPdTa,1.0
1092,TiVHfTa,1.0
1093,TiCrMnFe,2.0
1094,TiCrMnCo,1.0
1095,TiCrMnNi,2.0
1096,TiCrMnCu,2.0
1097,TiCrMnZn,1.0
1098,TiCrMnZr,0.0
1099,TiCrMnNb,2.0
1100,TiCrMnMo,2.0
1101,TiCrMnPd,2.0
1102,TiCrMnHf,1.0
1103,TiCrMnTa,1.0
1104,TiCrFeCo,1.0
1105,TiCrFeNi,2.0
1106,TiCrFeCu,2.0
1107,TiCrFeZn,2.0
1108,TiCrFeZr,0.0
1109,TiCrFeNb,2.0
1110,TiCrFeMo,2.0
1111,TiCrFePd,2.0
1112,TiCrFeHf,1.0
1113,TiCrFeTa,1.0
1114,TiCrCoNi,0.0
1115,TiCrCoCu,2.0
1116,TiCrCoZn,1.0
1117,TiCrCoZr,0.0
1118,TiCrCoNb,2.0
1119,TiCrCoMo,2.0
1120,TiCrCoPd,2.0
1121,TiCrCoHf,1.0
1122,TiCrCoTa,1.0
1123,TiCrNiCu,2.0
1124,TiCrNiZn,1.0
1125,TiCrNiZr,0.0
1126,TiCrNiNb,2.0
1127,TiCrNiMo,2.0
1128,TiCrNiPd,2.0
1129,TiCrNiHf,1.0
1130,TiCrNiTa,1.0
1131,TiCrCuZn,2.0
1132,TiCrCuZr,0.0
1133,TiCrCuNb,2.0
1134,TiCrCuMo,2.0
1135,TiCrCuPd,2.0
1136,TiCrCuHf,1.0
1137,TiCrCuTa,1.0
1138,TiCrZnZr,1.0
1139,TiCrZnNb,2.0
1140,TiCrZnMo,2.0
1141,TiCrZnPd,1.0
1142,TiCrZnHf,1.0
1143,TiCrZnTa,1.0
1144,TiCrZrNb,2.0
1145,TiCrZrMo,2.0
1146,TiCrZrPd,0.0
1147,TiCrZrHf,1.0
1148,TiCrZrTa,1.0
1149,TiCrNbMo,1.0
1150,TiCrNbPd,2.0
1151,TiCrNbHf,2.0
1152,TiCrNbTa,2.0
1153,TiCrMoPd,2.0
1154,TiCrMoHf,2.0
1155,TiCrMoTa,2.0
1156,TiCrPdHf,1.0
1157,TiCrPdTa,1.0
1158,TiCrHfTa,1.0
1159,TiMnFeCo,1.0
1160,TiMnFeNi,2.0
1161,TiMnFeCu,2.0
1162,TiMnFeZn,2.0
1163,TiMnFeZr,0.0
1164,TiMnFeNb,1.0
1165,TiMnFeMo,2.0
1166,TiMnFePd,2.0
1167,TiMnFeHf,1.0
1168,TiMnFeTa,1.0
1169,TiMnCoNi,0.0
1170,TiMnCoCu,1.0
1171,TiMnCoZn,1.0
1172,TiMnCoZr,0.0
1173,TiMnCoNb,1.0
1174,TiMnCoMo,1.0
1175,TiMnCoPd,2.0
1176,TiMnCoHf,1.0
1177,TiMnCoTa,1.0
1178,TiMnNiCu,2.0
1179,TiMnNiZn,1.0
1180,TiMnNiZr,0.0
1181,TiMnNiNb,1.0
1182,TiMnNiMo,1.0
1183,TiMnNiPd,2.0
1184,TiMnNiHf,1.0
1185,TiMnNiTa,1.0
1186,TiMnCuZn,1.0
1187,TiMnCuZr,1.0
1188,TiMnCuNb,2.0
1189,TiMnCuMo,2.0
1190,TiMnCuPd,2.0
1191,TiMnCuHf,1.0
1192,TiMnCuTa,1.0
1193,TiMnZnZr,1.0
1194,TiMnZnNb,1.0
1195,TiMnZnMo,1.0
1196,TiMnZnPd,1.0
1197,TiMnZnHf,1.0
1198,TiMnZnTa,1.0
1199,TiMnZrNb,1.0
1200,TiMnZrMo,1.0
1201,TiMnZrPd,0.0
1202,TiMnZrHf,1.0
1203,TiMnZrTa,1.0
1204,TiMnNbMo,2.0
1205,TiMnNbPd,1.0
1206,TiMnNbHf,1.0
1207,TiMnNbTa,1.0
1208,TiMnMoPd,1.0
1209,TiMnMoHf,1.0
1210,TiMnMoTa,1.0
1211,TiMnPdHf,1.0
1212,TiMnPdTa,1.0
1213,TiMnHfTa,1.0
1214,TiFeCoNi,0.0
1215,TiFeCoCu,2.0
1216,TiFeCoZn,1.0
1217,TiFeCoZr,0.0
1218,TiFeCoNb,0.0
1219,TiFeCoMo,2.0
1220,TiFeCoPd,2.0
1221,TiFeCoHf,1.0
1222,TiFeCoTa,1.0
1223,TiFeNiCu,2.0
1224,TiFeNiZn,1.0
1225,TiFeNiZr,0.0
1226,TiFeNiNb,2.0
1227,TiFeNiMo,2.0
1228,TiFeNiPd,2.0
1229,TiFeNiHf,1.0
1230,TiFeNiTa,1.0
1231,TiFeCuZn,1.0
1232,TiFeCuZr,0.0
1233,TiFeCuNb,2.0
1234,TiFeCuMo,2.0
1235,TiFeCuPd,2.0
1236,TiFeCuHf,1.0
1237,TiFeCuTa,1.0
1238,TiFeZnZr,1.0
1239,TiFeZnNb,1.0
1240,TiFeZnMo,2.0
1241,TiFeZnPd,1.0
1242,TiFeZnHf,1.0
1243,TiFeZnTa,1.0
1244,TiFeZrNb,0.0
1245,TiFeZrMo,1.0
1246,TiFeZrPd,0.0
1247,TiFeZrHf,1.0
1248,TiFeZrTa,1.0
1249,TiFeNbMo,2.0
1250,TiFeNbPd,1.0
1251,TiFeNbHf,1.0
1252,TiFeNbTa,1.0
1253,TiFeMoPd,2.0
1254,TiFeMoHf,1.0
1255,TiFeMoTa,1.0
1256,TiFePdHf,1.0
1257,TiFePdTa,1.0
1258,TiFeHfTa,1.0
1259,TiCoNiCu,1.0
1260,TiCoNiZn,1.0
1261,TiCoNiZr,0.0
1262,TiCoNiNb,1.0
1263,TiCoNiMo,2.0
1264,TiCoNiPd,0.0
1265,TiCoNiHf,1.0
1266,TiCoNiTa,1.0
1267,TiCoCuZn,1.0
1268,TiCoCuZr,0.0
1269,TiCoCuNb,2.0
1270,TiCoCuMo,2.0
1271,TiCoCuPd,1.0
1272,TiCoCuHf,1.0
1273,TiCoCuTa,1.0
1274,TiCoZnZr,1.0
1275,TiCoZnNb,1.0
1276,TiCoZnMo,2.0
1277,TiCoZnPd,1.0
1278,TiCoZnHf,1.0
1279,TiCoZnTa,1.0
1280,TiCoZrNb,1.0
1281,TiCoZrMo,1.0
1282,TiCoZrPd,1.0
1283,TiCoZrHf,1.0
1284,TiCoZrTa,1.0
1285,TiCoNbMo,2.0
1286,TiCoNbPd,1.0
1287,TiCoNbHf,1.0
1288,TiCoNbTa,1.0
1289,TiCoMoPd,1.0
1290,TiCoMoHf,1.0
1291,TiCoMoTa,1.0
1292,TiCoPdHf,1.0
1293,TiCoPdTa,1.0
1294,TiCoHfTa,1.0
1295,TiNiCuZn,1.0
1296,TiNiCuZr,0.0
1297,TiNiCuNb,2.0
1298,TiNiCuMo,2.0
1299,TiNiCuPd,2.0
1300,TiNiCuHf,1.0
1301,TiNiCuTa,1.0
1302,TiNiZnZr,1.0
1303,TiNiZnNb,2.0
1304,TiNiZnMo,1.0
1305,TiNiZnPd,1.0
1306,TiNiZnHf,1.0
1307,TiNiZnTa,1.0
1308,TiNiZrNb,1.0
1309,TiNiZrMo,1.0
1310,TiNiZrPd,1.0
1311,TiNiZrHf,1.0
1312,TiNiZrTa,1.0
1313,TiNiNbMo,2.0
1314,TiNiNbPd,1.0
1315,TiNiNbHf,1.0
1316,TiNiNbTa,1.0
1317,TiNiMoPd,1.0
1318,TiNiMoHf,1.0
1319,TiNiMoTa,1.0
1320,TiNiPdHf,1.0
1321,TiNiPdTa,1.0
1322,TiNiHfTa,1.0
1323,TiCuZnZr,2.0
1324,TiCuZnNb,2.0
1325,TiCuZnMo,2.0
1326,TiCuZnPd,1.0
1327,TiCuZnHf,1.0
1328,TiCuZnTa,1.0
1329,TiCuZrNb,2.0
1330,TiCuZrMo,2.0
1331,TiCuZrPd,1.0
1332,TiCuZrHf,1.0
1333,TiCuZrTa,1.0
1334,TiCuNbMo,1.0
1335,TiCuNbPd,2.0
1336,TiCuNbHf,1.0
1337,TiCuNbTa,1.0
1338,TiCuMoPd,2.0
1339,TiCuMoHf,1.0
1340,TiCuMoTa,1.0
1341,TiCuPdHf,1.0
1342,TiCuPdTa,1.0
1343,TiCuHfTa,1.0
1344,TiZnZrNb,1.0
1345,TiZnZrMo,1.0
1346,TiZnZrPd,1.0
1347,TiZnZrHf,1.0
1348,TiZnZrTa,1.0
1349,TiZnNbMo,2.0
1350,TiZnNbPd,1.0
1351,TiZnNbHf,1.0
1352,TiZnNbTa,1.0
1353,TiZnMoPd,1.0
1354,TiZnMoHf,1.0
1355,TiZnMoTa,1.0
1356,TiZnPdHf,1.0
1357,TiZnPdTa,1.0
1358,TiZnHfTa,1.0
1359,TiZrNbMo,1.0
1360,TiZrNbPd,1.0
1361,TiZrNbHf,1.0
1362,TiZrNbTa,1.0
1363,TiZrMoPd,1.0
1364,TiZrMoHf,1.0
1365,TiZrMoTa,1.0
1366,TiZrPdHf,1.0
1367,TiZrPdTa,1.0
1368,TiZrHfTa,1.0
1369,TiNbMoPd,1.0
1370,TiNbMoHf,1.0
1371,TiNbMoTa,1.0
1372,TiNbPdHf,1.0
1373,TiNbPdTa,1.0
1374,TiNbHfTa,1.0
1375,TiMoPdHf,1.0
1376,TiMoPdTa,1.0
1377,TiMoHfTa,1.0
1378,TiPdHfTa,1.0
1379,VCrMnFe,1.0
1380,VCrMnCo,1.0
1381,VCrMnNi,2.0
1382,VCrMnCu,2.0
1383,VCrMnZn,1.0
1384,VCrMnZr,0.0
1385,VCrMnNb,1.0
1386,VCrMnMo,1.0
1387,VCrMnPd,1.0
1388,VCrMnHf,1.0
1389,VCrMnTa,1.0
1390,VCrFeCo,2.0
1391,VCrFeNi,2.0
1392,VCrFeCu,2.0
1393,VCrFeZn,1.0
1394,VCrFeZr,0.0
1395,VCrFeNb,2.0
1396,VCrFeMo,1.0
1397,VCrFePd,1.0
1398,VCrFeHf,1.0
1399,VCrFeTa,1.0
1400,VCrCoNi,2.0
1401,VCrCoCu,2.0
1402,VCrCoZn,1.0
1403,VCrCoZr,0.0
1404,VCrCoNb,0.0
1405,VCrCoMo,2.0
1406,VCrCoPd,1.0
1407,VCrCoHf,1.0
1408,VCrCoTa,1.0
1409,VCrNiCu,1.0
1410,VCrNiZn,1.0
1411,VCrNiZr,0.0
1412,VCrNiNb,2.0
1413,VCrNiMo,2.0
1414,VCrNiPd,1.0
1415,VCrNiHf,1.0
1416,VCrNiTa,1.0
1417,VCrCuZn,1.0
1418,VCrCuZr,2.0
1419,VCrCuNb,2.0
1420,VCrCuMo,1.0
1421,VCrCuPd,1.0
1422,VCrCuHf,1.0
1423,VCrCuTa,1.0
1424,VCrZnZr,1.0
1425,VCrZnNb,2.0
1426,VCrZnMo,2.0
1427,VCrZnPd,1.0
1428,VCrZnHf,1.0
1429,VCrZnTa,1.0
1430,VCrZrNb,2.0
1431,VCrZrMo,2.0
1432,VCrZrPd,0.0
1433,VCrZrHf,1.0
1434,VCrZrTa,1.0
1435,VCrNbMo,1.0
1436,VCrNbPd,2.0
1437,VCrNbHf,2.0
1438,VCrNbTa,1.0
1439,VCrMoPd,1.0
1440,VCrMoHf,2.0
1441,VCrMoTa,1.0
1442,VCrPdHf,1.0
1443,VCrPdTa,1.0
1444,VCrHfTa,1.0
1445,VMnFeCo,1.0
1446,VMnFeNi,2.0
1447,VMnFeCu,1.0
1448,VMnFeZn,1.0
1449,VMnFeZr,0.0
1450,VMnFeNb,1.0
1451,VMnFeMo,1.0
1452,VMnFePd,1.0
1453,VMnFeHf,1.0
1454,VMnFeTa,1.0
1455,VMnCoNi,2.0
1456,VMnCoCu,1.0
1457,VMnCoZn,1.0
1458,VMnCoZr,0.0
1459,VMnCoNb,1.0
1460,VMnCoMo,1.0
1461,VMnCoPd,1.0
1462,VMnCoHf,1.0
1463,VMnCoTa,1.0
1464,VMnNiCu,1.0
1465,VMnNiZn,1.0
1466,VMnNiZr,0.0
1467,VMnNiNb,1.0
1468,VMnNiMo,1.0
1469,VMnNiPd,1.0
1470,VMnNiHf,1.0
1471,VMnNiTa,1.0
1472,VMnCuZn,1.0
1473,VMnCuZr,0.0
1474,VMnCuNb,2.0
1475,VMnCuMo,2.0
1476,VMnCuPd,1.0
1477,VMnCuHf,1.0
1478,VMnCuTa,1.0
1479,VMnZnZr,1.0
1480,VMnZnNb,1.0
1481,VMnZnMo,1.0
1482,VMnZnPd,1.0
1483,VMnZnHf,1.0
1484,VMnZnTa,1.0
1485,VMnZrNb,1.0
1486,VMnZrMo,1.0
1487,VMnZrPd,0.0
1488,VMnZrHf,1.0
1489,VMnZrTa,1.0
1490,VMnNbMo,1.0
1491,VMnNbPd,1.0
1492,VMnNbHf,1.0
1493,VMnNbTa,1.0
1494,VMnMoPd,1.0
1495,VMnMoHf,1.0
1496,VMnMoTa,1.0
1497,VMnPdHf,1.0
1498,VMnPdTa,1.0
1499,VMnHfTa,1.0
1500,VFeCoNi,1.0
1501,VFeCoCu,1.0
1502,VFeCoZn,1.0
1503,VFeCoZr,0.0
1504,VFeCoNb,0.0
1505,VFeCoMo,2.0
1506,VFeCoPd,1.0
1507,VFeCoHf,1.0
1508,VFeCoTa,1.0
1509,VFeNiCu,1.0
1510,VFeNiZn,1.0
1511,VFeNiZr,0.0
1512,VFeNiNb,1.0
1513,VFeNiMo,1.0
1514,VFeNiPd,1.0
1515,VFeNiHf,1.0
1516,VFeNiTa,1.0
1517,VFeCuZn,1.0
1518,VFeCuZr,0.0
1519,VFeCuNb,2.0
1520,VFeCuMo,2.0
1521,VFeCuPd,1.0
1522,VFeCuHf,1.0
1523,VFeCuTa,1.0
1524,VFeZnZr,1.0
1525,VFeZnNb,1.0
1526,VFeZnMo,1.0
1527,VFeZnPd,1.0
1528,VFeZnHf,1.0
1529,VFeZnTa,1.0
1530,VFeZrNb,0.0
1531,VFeZrMo,1.0
1532,VFeZrPd,0.0
1533,VFeZrHf,1.0
1534,VFeZrTa,1.0
1535,VFeNbMo,2.0
1536,VFeNbPd,1.0
1537,VFeNbHf,1.0
1538,VFeNbTa,1.0
1539,VFeMoPd,1.0
1540,VFeMoHf,1.0
1541,VFeMoTa,1.0
1542,VFePdHf,1.0
1543,VFePdTa,1.0
1544,VFeHfTa,1.0
1545,VCoNiCu,1.0
1546,VCoNiZn,1.0
1547,VCoNiZr,0.0
1548,VCoNiNb,1.0
1549,VCoNiMo,2.0
1550,VCoNiPd,1.0
1551,VCoNiHf,1.0
1552,VCoNiTa,1.0
1553,VCoCuZn,1.0
1554,VCoCuZr,1.0
1555,VCoCuNb,2.0
1556,VCoCuMo,2.0
1557,VCoCuPd,1.0
1558,VCoCuHf,1.0
1559,VCoCuTa,1.0
1560,VCoZnZr,1.0
1561,VCoZnNb,1.0
1562,VCoZnMo,1.0
1563,VCoZnPd,1.0
1564,VCoZnHf,1.0
1565,VCoZnTa,1.0
1566,VCoZrNb,0.0
1567,VCoZrMo,1.0
1568,VCoZrPd,0.0
1569,VCoZrHf,1.0
1570,VCoZrTa,1.0
1571,VCoNbMo,2.0
1572,VCoNbPd,1.0
1573,VCoNbHf,1.0
1574,VCoNbTa,1.0
1575,VCoMoPd,1.0
1576,VCoMoHf,1.0
1577,VCoMoTa,1.0
1578,VCoPdHf,1.0
1579,VCoPdTa,1.0
1580,VCoHfTa,1.0
1581,VNiCuZn,1.0
1582,VNiCuZr,1.0
1583,VNiCuNb,2.0
1584,VNiCuMo,2.0
1585,VNiCuPd,1.0
1586,VNiCuHf,1.0
1587,VNiCuTa,1.0
1588,VNiZnZr,1.0
1589,VNiZnNb,1.0
1590,VNiZnMo,1.0
1591,VNiZnPd,1.0
1592,VNiZnHf,1.0
1593,VNiZnTa,1.0
1594,VNiZrNb,1.0
1595,VNiZrMo,1.0
1596,VNiZrPd,1.0
1597,VNiZrHf,1.0
1598,VNiZrTa,1.0
1599,VNiNbMo,2.0
1600,VNiNbPd,1.0
1601,VNiNbHf,1.0
1602,VNiNbTa,1.0
1603,VNiMoPd,1.0
1604,VNiMoHf,1.0
1605,VNiMoTa,1.0
1606,VNiPdHf,1.0
1607,VNiPdTa,1.0
1608,VNiHfTa,1.0
1609,VCuZnZr,1.0
1610,VCuZnNb,2.0
1611,VCuZnMo,1.0
1612,VCuZnPd,1.0
1613,VCuZnHf,1.0
1614,VCuZnTa,1.0
1615,VCuZrNb,2.0
1616,VCuZrMo,2.0
1617,VCuZrPd,1.0
1618,VCuZrHf,1.0
1619,VCuZrTa,1.0
1620,VCuNbMo,1.0
1621,VCuNbPd,2.0
1622,VCuNbHf,1.0
1623,VCuNbTa,1.0
1624,VCuMoPd,1.0
1625,VCuMoHf,1.0
1626,VCuMoTa,1.0
1627,VCuPdHf,1.0
1628,VCuPdTa,1.0
1629,VCuHfTa,1.0
1630,VZnZrNb,1.0
1631,VZnZrMo,1.0
1632,VZnZrPd,1.0
1633,VZnZrHf,1.0
1634,VZnZrTa,1.0
1635,VZnNbMo,2.0
1636,VZnNbPd,1.0
1637,VZnNbHf,1.0
1638,VZnNbTa,1.0
1639,VZnMoPd,1.0
1640,VZnMoHf,1.0
1641,VZnMoTa,1.0
1642,VZnPdHf,1.0
1643,VZnPdTa,1.0
1644,VZnHfTa,1.0
1645,VZrNbMo,1.0
1646,VZrNbPd,1.0
1647,VZrNbHf,1.0
1648,VZrNbTa,1.0
1649,VZrMoPd,1.0
1650,VZrMoHf,1.0
1651,VZrMoTa,1.0
1652,VZrPdHf,1.0
1653,VZrPdTa,1.0
1654,VZrHfTa,1.0
1655,VNbMoPd,1.0
1656,VNbMoHf,1.0
1657,VNbMoTa,1.0
1658,VNbPdHf,1.0
1659,VNbPdTa,1.0
1660,VNbHfTa,1.0
1661,VMoPdHf,1.0
1662,VMoPdTa,1.0
1663,VMoHfTa,1.0
1664,VPdHfTa,1.0
1665,CrMnFeCo,1.0
1666,CrMnFeNi,1.0
1667,CrMnFeCu,1.0
1668,CrMnFeZn,1.0
1669,CrMnFeZr,0.0
1670,CrMnFeNb,2.0
1671,CrMnFeMo,1.0
1672,CrMnFePd,1.0
1673,CrMnFeHf,1.0
1674,CrMnFeTa,1.0
1675,CrMnCoNi,1.0
1676,CrMnCoCu,1.0
1677,CrMnCoZn,1.0
1678,CrMnCoZr,0.0
1679,CrMnCoNb,2.0
1680,CrMnCoMo,2.0
1681,CrMnCoPd,1.0
1682,CrMnCoHf,1.0
1683,CrMnCoTa,1.0
1684,CrMnNiCu,1.0
1685,CrMnNiZn,1.0
1686,CrMnNiZr,0.0
1687,CrMnNiNb,2.0
1688,CrMnNiMo,2.0
1689,CrMnNiPd,1.0
1690,CrMnNiHf,1.0
1691,CrMnNiTa,1.0
1692,CrMnCuZn,1.0
1693,CrMnCuZr,2.0
1694,CrMnCuNb,1.0
1695,CrMnCuMo,1.0
1696,CrMnCuPd,1.0
1697,CrMnCuHf,1.0
1698,CrMnCuTa,1.0
1699,CrMnZnZr,1.0
1700,CrMnZnNb,2.0
1701,CrMnZnMo,2.0
1702,CrMnZnPd,1.0
1703,CrMnZnHf,1.0
1704,CrMnZnTa,1.0
1705,CrMnZrNb,2.0
1706,CrMnZrMo,2.0
1707,CrMnZrPd,0.0
1708,CrMnZrHf,1.0
1709,CrMnZrTa,1.0
1710,CrMnNbMo,1.0
1711,CrMnNbPd,2.0
1712,CrMnNbHf,2.0
1713,CrMnNbTa,1.0
1714,CrMnMoPd,1.0
1715,CrMnMoHf,2.0
1716,CrMnMoTa,1.0
1717,CrMnPdHf,1.0
1718,CrMnPdTa,1.0
1719,CrMnHfTa,1.0
1720,CrFeCoNi,1.0
1721,CrFeCoCu,1.0
1722,CrFeCoZn,1.0
1723,CrFeCoZr,0.0
1724,CrFeCoNb,2.0
1725,CrFeCoMo,2.0
1726,CrFeCoPd,1.0
1727,CrFeCoHf,1.0
1728,CrFeCoTa,1.0
1729,CrFeNiCu,1.0
1730,CrFeNiZn,1.0
1731,CrFeNiZr,0.0
1732,CrFeNiNb,2.0
1733,CrFeNiMo,2.0
1734,CrFeNiPd,1.0
1735,CrFeNiHf,1.0
1736,CrFeNiTa,1.0
1737,CrFeCuZn,1.0
1738,CrFeCuZr,0.0
1739,CrFeCuNb,2.0
1740,CrFeCuMo,1.0
1741,CrFeCuPd,1.0
1742,CrFeCuHf,1.0
1743,CrFeCuTa,1.0
1744,CrFeZnZr,2.0
1745,CrFeZnNb,2.0
1746,CrFeZnMo,2.0
1747,CrFeZnPd,1.0
1748,CrFeZnHf,1.0
1749,CrFeZnTa,1.0
1750,CrFeZrNb,2.0
1751,CrFeZrMo,2.0
1752,CrFeZrPd,0.0
1753,CrFeZrHf,1.0
1754,CrFeZrTa,1.0
1755,CrFeNbMo,1.0
1756,CrFeNbPd,2.0
1757,CrFeNbHf,2.0
1758,CrFeNbTa,2.0
1759,CrFeMoPd,1.0
1760,CrFeMoHf,2.0
1761,CrFeMoTa,1.0
1762,CrFePdHf,1.0
1763,CrFePdTa,1.0
1764,CrFeHfTa,1.0
1765,CrCoNiCu,1.0
1766,CrCoNiZn,1.0
1767,CrCoNiZr,0.0
1768,CrCoNiNb,2.0
1769,CrCoNiMo,2.0
1770,CrCoNiPd,1.0
1771,CrCoNiHf,1.0
1772,CrCoNiTa,1.0
1773,CrCoCuZn,1.0
1774,CrCoCuZr,2.0
1775,CrCoCuNb,2.0
1776,CrCoCuMo,2.0
1777,CrCoCuPd,1.0
1778,CrCoCuHf,1.0
1779,CrCoCuTa,1.0
1780,CrCoZnZr,1.0
1781,CrCoZnNb,2.0
1782,CrCoZnMo,2.0
1783,CrCoZnPd,1.0
1784,CrCoZnHf,1.0
1785,CrCoZnTa,1.0
1786,CrCoZrNb,2.0
1787,CrCoZrMo,2.0
1788,CrCoZrPd,0.0
1789,CrCoZrHf,1.0
1790,CrCoZrTa,1.0
1791,CrCoNbMo,1.0
1792,CrCoNbPd,2.0
1793,CrCoNbHf,2.0
1794,CrCoNbTa,2.0
1795,CrCoMoPd,2.0
1796,CrCoMoHf,2.0
1797,CrCoMoTa,1.0
1798,CrCoPdHf,1.0
1799,CrCoPdTa,1.0
1800,CrCoHfTa,1.0
1801,CrNiCuZn,1.0
1802,CrNiCuZr,2.0
1803,CrNiCuNb,1.0
1804,CrNiCuMo,1.0
1805,CrNiCuPd,1.0
1806,CrNiCuHf,1.0
1807,CrNiCuTa,1.0
1808,CrNiZnZr,1.0
1809,CrNiZnNb,2.0
1810,CrNiZnMo,2.0
1811,CrNiZnPd,1.0
1812,CrNiZnHf,1.0
1813,CrNiZnTa,1.0
1814,CrNiZrNb,2.0
1815,CrNiZrMo,2.0
1816,CrNiZrPd,2.0
1817,CrNiZrHf,1.0
1818,CrNiZrTa,1.0
1819,CrNiNbMo,1.0
1820,CrNiNbPd,2.0
1821,CrNiNbHf,2.0
1822,CrNiNbTa,1.0
1823,CrNiMoPd,2.0
1824,CrNiMoHf,1.0
1825,CrNiMoTa,1.0
1826,CrNiPdHf,1.0
1827,CrNiPdTa,1.0
1828,CrNiHfTa,1.0
1829,CrCuZnZr,2.0
1830,CrCuZnNb,1.0
1831,CrCuZnMo,1.0
1832,CrCuZnPd,1.0
1833,CrCuZnHf,1.0
1834,CrCuZnTa,1.0
1835,CrCuZrNb,1.0
1836,CrCuZrMo,2.0
1837,CrCuZrPd,2.0
1838,CrCuZrHf,1.0
1839,CrCuZrTa,1.0
1840,CrCuNbMo,1.0
