,Composition_Formula,GBTPredict
12200,MgMnFeNiNbHf,1.0
12201,MgMnFeNiNbTa,1.0
12202,MgMnFeNiMoPd,2.0
12203,MgMnFeNiMoHf,1.0
12204,MgMnFeNiMoTa,1.0
12205,MgMnFeNiPdHf,1.0
12206,MgMnFeNiPdTa,1.0
12207,MgMnFeNiHfTa,1.0
12208,MgMnFeCuZnZr,2.0
12209,MgMnFeCuZnNb,2.0
12210,MgMnFeCuZnMo,2.0
12211,MgMnFeCuZnPd,2.0
12212,MgMnFeCuZnHf,1.0
12213,MgMnFeCuZnTa,1.0
12214,MgMnFeCuZrNb,2.0
12215,MgMnFeCuZrMo,2.0
12216,MgMnFeCuZrPd,2.0
12217,MgMnFeCuZrHf,1.0
12218,MgMnFeCuZrTa,1.0
12219,MgMnFeCuNbMo,2.0
12220,MgMnFeCuNbPd,2.0
12221,MgMnFeCuNbHf,1.0
12222,MgMnFeCuNbTa,1.0
12223,MgMnFeCuMoPd,2.0
12224,MgMnFeCuMoHf,1.0
12225,MgMnFeCuMoTa,1.0
12226,MgMnFeCuPdHf,1.0
12227,MgMnFeCuPdTa,1.0
12228,MgMnFeCuHfTa,1.0
12229,MgMnFeZnZrNb,1.0
12230,MgMnFeZnZrMo,2.0
12231,MgMnFeZnZrPd,2.0
12232,MgMnFeZnZrHf,1.0
12233,MgMnFeZnZrTa,1.0
12234,MgMnFeZnNbMo,2.0
12235,MgMnFeZnNbPd,2.0
12236,MgMnFeZnNbHf,1.0
12237,MgMnFeZnNbTa,1.0
12238,MgMnFeZnMoPd,2.0
12239,MgMnFeZnMoHf,1.0
12240,MgMnFeZnMoTa,1.0
12241,MgMnFeZnPdHf,1.0
12242,MgMnFeZnPdTa,1.0
12243,MgMnFeZnHfTa,1.0
12244,MgMnFeZrNbMo,2.0
12245,MgMnFeZrNbPd,2.0
12246,MgMnFeZrNbHf,1.0
12247,MgMnFeZrNbTa,1.0
12248,MgMnFeZrMoPd,2.0
12249,MgMnFeZrMoHf,1.0
12250,MgMnFeZrMoTa,1.0
12251,MgMnFeZrPdHf,1.0
12252,MgMnFeZrPdTa,1.0
12253,MgMnFeZrHfTa,1.0
12254,MgMnFeNbMoPd,2.0
12255,MgMnFeNbMoHf,1.0
12256,MgMnFeNbMoTa,1.0
12257,MgMnFeNbPdHf,1.0
12258,MgMnFeNbPdTa,1.0
12259,MgMnFeNbHfTa,1.0
12260,MgMnFeMoPdHf,1.0
12261,MgMnFeMoPdTa,1.0
12262,MgMnFeMoHfTa,1.0
12263,MgMnFePdHfTa,1.0
12264,MgMnCoNiCuZn,1.0
12265,MgMnCoNiCuZr,2.0
12266,MgMnCoNiCuNb,2.0
12267,MgMnCoNiCuMo,2.0
12268,MgMnCoNiCuPd,2.0
12269,MgMnCoNiCuHf,1.0
12270,MgMnCoNiCuTa,1.0
12271,MgMnCoNiZnZr,2.0
12272,MgMnCoNiZnNb,2.0
12273,MgMnCoNiZnMo,2.0
12274,MgMnCoNiZnPd,2.0
12275,MgMnCoNiZnHf,1.0
12276,MgMnCoNiZnTa,1.0
12277,MgMnCoNiZrNb,2.0
12278,MgMnCoNiZrMo,2.0
12279,MgMnCoNiZrPd,2.0
12280,MgMnCoNiZrHf,1.0
12281,MgMnCoNiZrTa,1.0
12282,MgMnCoNiNbMo,2.0
12283,MgMnCoNiNbPd,2.0
12284,MgMnCoNiNbHf,1.0
12285,MgMnCoNiNbTa,1.0
12286,MgMnCoNiMoPd,2.0
12287,MgMnCoNiMoHf,1.0
12288,MgMnCoNiMoTa,1.0
12289,MgMnCoNiPdHf,1.0
12290,MgMnCoNiPdTa,1.0
12291,MgMnCoNiHfTa,1.0
12292,MgMnCoCuZnZr,2.0
12293,MgMnCoCuZnNb,2.0
12294,MgMnCoCuZnMo,2.0
12295,MgMnCoCuZnPd,2.0
12296,MgMnCoCuZnHf,1.0
12297,MgMnCoCuZnTa,1.0
12298,MgMnCoCuZrNb,2.0
12299,MgMnCoCuZrMo,2.0
12300,MgMnCoCuZrPd,2.0
12301,MgMnCoCuZrHf,1.0
12302,MgMnCoCuZrTa,1.0
12303,MgMnCoCuNbMo,2.0
12304,MgMnCoCuNbPd,2.0
12305,MgMnCoCuNbHf,1.0
12306,MgMnCoCuNbTa,1.0
12307,MgMnCoCuMoPd,2.0
12308,MgMnCoCuMoHf,1.0
12309,MgMnCoCuMoTa,1.0
12310,MgMnCoCuPdHf,1.0
12311,MgMnCoCuPdTa,2.0
12312,MgMnCoCuHfTa,1.0
12313,MgMnCoZnZrNb,2.0
12314,MgMnCoZnZrMo,2.0
12315,MgMnCoZnZrPd,2.0
12316,MgMnCoZnZrHf,1.0
12317,MgMnCoZnZrTa,1.0
12318,MgMnCoZnNbMo,2.0
12319,MgMnCoZnNbPd,2.0
12320,MgMnCoZnNbHf,1.0
12321,MgMnCoZnNbTa,1.0
12322,MgMnCoZnMoPd,2.0
12323,MgMnCoZnMoHf,1.0
12324,MgMnCoZnMoTa,1.0
12325,MgMnCoZnPdHf,1.0
12326,MgMnCoZnPdTa,1.0
12327,MgMnCoZnHfTa,1.0
12328,MgMnCoZrNbMo,2.0
12329,MgMnCoZrNbPd,2.0
12330,MgMnCoZrNbHf,1.0
12331,MgMnCoZrNbTa,1.0
12332,MgMnCoZrMoPd,2.0
12333,MgMnCoZrMoHf,1.0
12334,MgMnCoZrMoTa,1.0
12335,MgMnCoZrPdHf,1.0
12336,MgMnCoZrPdTa,1.0
12337,MgMnCoZrHfTa,1.0
12338,MgMnCoNbMoPd,2.0
12339,MgMnCoNbMoHf,1.0
12340,MgMnCoNbMoTa,1.0
12341,MgMnCoNbPdHf,1.0
12342,MgMnCoNbPdTa,1.0
12343,MgMnCoNbHfTa,1.0
12344,MgMnCoMoPdHf,1.0
12345,MgMnCoMoPdTa,1.0
12346,MgMnCoMoHfTa,1.0
12347,MgMnCoPdHfTa,1.0
12348,MgMnNiCuZnZr,2.0
12349,MgMnNiCuZnNb,2.0
12350,MgMnNiCuZnMo,2.0
12351,MgMnNiCuZnPd,2.0
12352,MgMnNiCuZnHf,1.0
12353,MgMnNiCuZnTa,2.0
12354,MgMnNiCuZrNb,2.0
12355,MgMnNiCuZrMo,2.0
12356,MgMnNiCuZrPd,2.0
12357,MgMnNiCuZrHf,1.0
12358,MgMnNiCuZrTa,1.0
12359,MgMnNiCuNbMo,2.0
12360,MgMnNiCuNbPd,2.0
12361,MgMnNiCuNbHf,1.0
12362,MgMnNiCuNbTa,1.0
12363,MgMnNiCuMoPd,2.0
12364,MgMnNiCuMoHf,1.0
12365,MgMnNiCuMoTa,1.0
12366,MgMnNiCuPdHf,1.0
12367,MgMnNiCuPdTa,1.0
12368,MgMnNiCuHfTa,1.0
12369,MgMnNiZnZrNb,2.0
12370,MgMnNiZnZrMo,2.0
12371,MgMnNiZnZrPd,2.0
12372,MgMnNiZnZrHf,1.0
12373,MgMnNiZnZrTa,1.0
12374,MgMnNiZnNbMo,2.0
12375,MgMnNiZnNbPd,2.0
12376,MgMnNiZnNbHf,1.0
12377,MgMnNiZnNbTa,1.0
12378,MgMnNiZnMoPd,2.0
12379,MgMnNiZnMoHf,1.0
12380,MgMnNiZnMoTa,1.0
12381,MgMnNiZnPdHf,1.0
12382,MgMnNiZnPdTa,2.0
12383,MgMnNiZnHfTa,1.0
12384,MgMnNiZrNbMo,2.0
12385,MgMnNiZrNbPd,2.0
12386,MgMnNiZrNbHf,1.0
12387,MgMnNiZrNbTa,1.0
12388,MgMnNiZrMoPd,2.0
12389,MgMnNiZrMoHf,1.0
12390,MgMnNiZrMoTa,1.0
12391,MgMnNiZrPdHf,1.0
12392,MgMnNiZrPdTa,1.0
12393,MgMnNiZrHfTa,1.0
12394,MgMnNiNbMoPd,2.0
12395,MgMnNiNbMoHf,1.0
12396,MgMnNiNbMoTa,1.0
12397,MgMnNiNbPdHf,1.0
12398,MgMnNiNbPdTa,1.0
12399,MgMnNiNbHfTa,1.0
12400,MgMnNiMoPdHf,1.0
12401,MgMnNiMoPdTa,1.0
12402,MgMnNiMoHfTa,1.0
12403,MgMnNiPdHfTa,1.0
12404,MgMnCuZnZrNb,2.0
12405,MgMnCuZnZrMo,2.0
12406,MgMnCuZnZrPd,2.0
12407,MgMnCuZnZrHf,1.0
12408,MgMnCuZnZrTa,1.0
12409,MgMnCuZnNbMo,2.0
12410,MgMnCuZnNbPd,2.0
12411,MgMnCuZnNbHf,1.0
12412,MgMnCuZnNbTa,1.0
12413,MgMnCuZnMoPd,2.0
12414,MgMnCuZnMoHf,1.0
12415,MgMnCuZnMoTa,1.0
12416,MgMnCuZnPdHf,1.0
12417,MgMnCuZnPdTa,2.0
12418,MgMnCuZnHfTa,1.0
12419,MgMnCuZrNbMo,2.0
12420,MgMnCuZrNbPd,2.0
12421,MgMnCuZrNbHf,1.0
12422,MgMnCuZrNbTa,1.0
12423,MgMnCuZrMoPd,2.0
12424,MgMnCuZrMoHf,1.0
12425,MgMnCuZrMoTa,1.0
12426,MgMnCuZrPdHf,1.0
12427,MgMnCuZrPdTa,1.0
12428,MgMnCuZrHfTa,1.0
12429,MgMnCuNbMoPd,2.0
12430,MgMnCuNbMoHf,2.0
12431,MgMnCuNbMoTa,2.0
12432,MgMnCuNbPdHf,1.0
12433,MgMnCuNbPdTa,1.0
12434,MgMnCuNbHfTa,1.0
12435,MgMnCuMoPdHf,1.0
12436,MgMnCuMoPdTa,1.0
12437,MgMnCuMoHfTa,1.0
12438,MgMnCuPdHfTa,1.0
12439,MgMnZnZrNbMo,2.0
12440,MgMnZnZrNbPd,2.0
12441,MgMnZnZrNbHf,1.0
12442,MgMnZnZrNbTa,1.0
12443,MgMnZnZrMoPd,2.0
12444,MgMnZnZrMoHf,1.0
12445,MgMnZnZrMoTa,1.0
12446,MgMnZnZrPdHf,1.0
12447,MgMnZnZrPdTa,1.0
12448,MgMnZnZrHfTa,1.0
12449,MgMnZnNbMoPd,2.0
12450,MgMnZnNbMoHf,1.0
12451,MgMnZnNbMoTa,1.0
12452,MgMnZnNbPdHf,1.0
12453,MgMnZnNbPdTa,1.0
12454,MgMnZnNbHfTa,1.0
12455,MgMnZnMoPdHf,1.0
12456,MgMnZnMoPdTa,1.0
12457,MgMnZnMoHfTa,1.0
12458,MgMnZnPdHfTa,1.0
12459,MgMnZrNbMoPd,2.0
12460,MgMnZrNbMoHf,1.0
12461,MgMnZrNbMoTa,1.0
12462,MgMnZrNbPdHf,1.0
12463,MgMnZrNbPdTa,1.0
12464,MgMnZrNbHfTa,1.0
12465,MgMnZrMoPdHf,1.0
12466,MgMnZrMoPdTa,1.0
12467,MgMnZrMoHfTa,1.0
12468,MgMnZrPdHfTa,1.0
12469,MgMnNbMoPdHf,1.0
12470,MgMnNbMoPdTa,1.0
12471,MgMnNbMoHfTa,1.0
12472,MgMnNbPdHfTa,1.0
12473,MgMnMoPdHfTa,1.0
12474,MgFeCoNiCuZn,1.0
12475,MgFeCoNiCuZr,2.0
12476,MgFeCoNiCuNb,2.0
12477,MgFeCoNiCuMo,2.0
12478,MgFeCoNiCuPd,2.0
12479,MgFeCoNiCuHf,1.0
12480,MgFeCoNiCuTa,2.0
12481,MgFeCoNiZnZr,2.0
12482,MgFeCoNiZnNb,2.0
12483,MgFeCoNiZnMo,2.0
12484,MgFeCoNiZnPd,2.0
12485,MgFeCoNiZnHf,1.0
12486,MgFeCoNiZnTa,2.0
12487,MgFeCoNiZrNb,2.0
12488,MgFeCoNiZrMo,2.0
12489,MgFeCoNiZrPd,2.0
12490,MgFeCoNiZrHf,1.0
12491,MgFeCoNiZrTa,1.0
12492,MgFeCoNiNbMo,2.0
12493,MgFeCoNiNbPd,2.0
12494,MgFeCoNiNbHf,1.0
12495,MgFeCoNiNbTa,1.0
12496,MgFeCoNiMoPd,2.0
12497,MgFeCoNiMoHf,1.0
12498,MgFeCoNiMoTa,1.0
12499,MgFeCoNiPdHf,1.0
12500,MgFeCoNiPdTa,2.0
12501,MgFeCoNiHfTa,1.0
12502,MgFeCoCuZnZr,2.0
12503,MgFeCoCuZnNb,2.0
12504,MgFeCoCuZnMo,2.0
12505,MgFeCoCuZnPd,2.0
12506,MgFeCoCuZnHf,2.0
12507,MgFeCoCuZnTa,2.0
12508,MgFeCoCuZrNb,2.0
12509,MgFeCoCuZrMo,2.0
12510,MgFeCoCuZrPd,2.0
12511,MgFeCoCuZrHf,1.0
12512,MgFeCoCuZrTa,1.0
12513,MgFeCoCuNbMo,2.0
12514,MgFeCoCuNbPd,2.0
12515,MgFeCoCuNbHf,1.0
12516,MgFeCoCuNbTa,1.0
12517,MgFeCoCuMoPd,2.0
12518,MgFeCoCuMoHf,1.0
12519,MgFeCoCuMoTa,1.0
12520,MgFeCoCuPdHf,2.0
12521,MgFeCoCuPdTa,2.0
12522,MgFeCoCuHfTa,1.0
12523,MgFeCoZnZrNb,2.0
12524,MgFeCoZnZrMo,2.0
12525,MgFeCoZnZrPd,2.0
12526,MgFeCoZnZrHf,1.0
12527,MgFeCoZnZrTa,1.0
12528,MgFeCoZnNbMo,2.0
12529,MgFeCoZnNbPd,2.0
12530,MgFeCoZnNbHf,1.0
12531,MgFeCoZnNbTa,1.0
12532,MgFeCoZnMoPd,2.0
12533,MgFeCoZnMoHf,1.0
12534,MgFeCoZnMoTa,1.0
12535,MgFeCoZnPdHf,1.0
12536,MgFeCoZnPdTa,2.0
12537,MgFeCoZnHfTa,1.0
12538,MgFeCoZrNbMo,2.0
12539,MgFeCoZrNbPd,2.0
12540,MgFeCoZrNbHf,1.0
12541,MgFeCoZrNbTa,1.0
12542,MgFeCoZrMoPd,2.0
12543,MgFeCoZrMoHf,1.0
12544,MgFeCoZrMoTa,1.0
12545,MgFeCoZrPdHf,1.0
12546,MgFeCoZrPdTa,1.0
12547,MgFeCoZrHfTa,1.0
12548,MgFeCoNbMoPd,2.0
12549,MgFeCoNbMoHf,1.0
12550,MgFeCoNbMoTa,1.0
12551,MgFeCoNbPdHf,1.0
12552,MgFeCoNbPdTa,1.0
12553,MgFeCoNbHfTa,1.0
12554,MgFeCoMoPdHf,1.0
12555,MgFeCoMoPdTa,1.0
12556,MgFeCoMoHfTa,1.0
12557,MgFeCoPdHfTa,1.0
12558,MgFeNiCuZnZr,2.0
12559,MgFeNiCuZnNb,2.0
12560,MgFeNiCuZnMo,2.0
12561,MgFeNiCuZnPd,2.0
12562,MgFeNiCuZnHf,2.0
12563,MgFeNiCuZnTa,2.0
12564,MgFeNiCuZrNb,2.0
12565,MgFeNiCuZrMo,2.0
12566,MgFeNiCuZrPd,2.0
12567,MgFeNiCuZrHf,1.0
12568,MgFeNiCuZrTa,1.0
12569,MgFeNiCuNbMo,2.0
12570,MgFeNiCuNbPd,2.0
12571,MgFeNiCuNbHf,1.0
12572,MgFeNiCuNbTa,1.0
12573,MgFeNiCuMoPd,2.0
12574,MgFeNiCuMoHf,1.0
12575,MgFeNiCuMoTa,1.0
12576,MgFeNiCuPdHf,2.0
12577,MgFeNiCuPdTa,2.0
12578,MgFeNiCuHfTa,1.0
12579,MgFeNiZnZrNb,2.0
12580,MgFeNiZnZrMo,2.0
12581,MgFeNiZnZrPd,2.0
12582,MgFeNiZnZrHf,1.0
12583,MgFeNiZnZrTa,1.0
12584,MgFeNiZnNbMo,2.0
12585,MgFeNiZnNbPd,2.0
12586,MgFeNiZnNbHf,1.0
12587,MgFeNiZnNbTa,1.0
12588,MgFeNiZnMoPd,2.0
12589,MgFeNiZnMoHf,1.0
12590,MgFeNiZnMoTa,1.0
12591,MgFeNiZnPdHf,2.0
12592,MgFeNiZnPdTa,2.0
12593,MgFeNiZnHfTa,1.0
12594,MgFeNiZrNbMo,2.0
12595,MgFeNiZrNbPd,2.0
12596,MgFeNiZrNbHf,1.0
12597,MgFeNiZrNbTa,1.0
12598,MgFeNiZrMoPd,2.0
12599,MgFeNiZrMoHf,1.0
12600,MgFeNiZrMoTa,1.0
12601,MgFeNiZrPdHf,1.0
12602,MgFeNiZrPdTa,1.0
12603,MgFeNiZrHfTa,1.0
12604,MgFeNiNbMoPd,2.0
12605,MgFeNiNbMoHf,1.0
12606,MgFeNiNbMoTa,1.0
12607,MgFeNiNbPdHf,1.0
12608,MgFeNiNbPdTa,1.0
12609,MgFeNiNbHfTa,1.0
12610,MgFeNiMoPdHf,1.0
12611,MgFeNiMoPdTa,1.0
12612,MgFeNiMoHfTa,1.0
12613,MgFeNiPdHfTa,1.0
12614,MgFeCuZnZrNb,2.0
12615,MgFeCuZnZrMo,2.0
12616,MgFeCuZnZrPd,2.0
12617,MgFeCuZnZrHf,1.0
12618,MgFeCuZnZrTa,1.0
12619,MgFeCuZnNbMo,2.0
12620,MgFeCuZnNbPd,2.0
12621,MgFeCuZnNbHf,1.0
12622,MgFeCuZnNbTa,1.0
12623,MgFeCuZnMoPd,2.0
12624,MgFeCuZnMoHf,1.0
12625,MgFeCuZnMoTa,1.0
12626,MgFeCuZnPdHf,2.0
12627,MgFeCuZnPdTa,2.0
12628,MgFeCuZnHfTa,1.0
12629,MgFeCuZrNbMo,2.0
12630,MgFeCuZrNbPd,2.0
12631,MgFeCuZrNbHf,1.0
12632,MgFeCuZrNbTa,1.0
12633,MgFeCuZrMoPd,2.0
12634,MgFeCuZrMoHf,1.0
12635,MgFeCuZrMoTa,1.0
12636,MgFeCuZrPdHf,1.0
12637,MgFeCuZrPdTa,1.0
12638,MgFeCuZrHfTa,1.0
12639,MgFeCuNbMoPd,2.0
12640,MgFeCuNbMoHf,2.0
12641,MgFeCuNbMoTa,1.0
12642,MgFeCuNbPdHf,1.0
12643,MgFeCuNbPdTa,1.0
12644,MgFeCuNbHfTa,1.0
12645,MgFeCuMoPdHf,1.0
12646,MgFeCuMoPdTa,1.0
12647,MgFeCuMoHfTa,1.0
12648,MgFeCuPdHfTa,1.0
12649,MgFeZnZrNbMo,2.0
12650,MgFeZnZrNbPd,2.0
12651,MgFeZnZrNbHf,1.0
12652,MgFeZnZrNbTa,1.0
12653,MgFeZnZrMoPd,2.0
12654,MgFeZnZrMoHf,1.0
12655,MgFeZnZrMoTa,1.0
12656,MgFeZnZrPdHf,1.0
12657,MgFeZnZrPdTa,1.0
12658,MgFeZnZrHfTa,1.0
12659,MgFeZnNbMoPd,2.0
12660,MgFeZnNbMoHf,1.0
12661,MgFeZnNbMoTa,1.0
12662,MgFeZnNbPdHf,1.0
12663,MgFeZnNbPdTa,1.0
12664,MgFeZnNbHfTa,1.0
12665,MgFeZnMoPdHf,1.0
12666,MgFeZnMoPdTa,1.0
12667,MgFeZnMoHfTa,1.0
12668,MgFeZnPdHfTa,1.0
12669,MgFeZrNbMoPd,2.0
12670,MgFeZrNbMoHf,1.0
12671,MgFeZrNbMoTa,1.0
12672,MgFeZrNbPdHf,1.0
12673,MgFeZrNbPdTa,1.0
12674,MgFeZrNbHfTa,1.0
12675,MgFeZrMoPdHf,1.0
12676,MgFeZrMoPdTa,1.0
12677,MgFeZrMoHfTa,1.0
12678,MgFeZrPdHfTa,1.0
12679,MgFeNbMoPdHf,1.0
12680,MgFeNbMoPdTa,1.0
12681,MgFeNbMoHfTa,1.0
12682,MgFeNbPdHfTa,1.0
12683,MgFeMoPdHfTa,1.0
12684,MgCoNiCuZnZr,2.0
12685,MgCoNiCuZnNb,2.0
12686,MgCoNiCuZnMo,2.0
12687,MgCoNiCuZnPd,2.0
12688,MgCoNiCuZnHf,1.0
12689,MgCoNiCuZnTa,2.0
12690,MgCoNiCuZrNb,2.0
12691,MgCoNiCuZrMo,2.0
12692,MgCoNiCuZrPd,2.0
12693,MgCoNiCuZrHf,1.0
12694,MgCoNiCuZrTa,1.0
12695,MgCoNiCuNbMo,2.0
12696,MgCoNiCuNbPd,2.0
12697,MgCoNiCuNbHf,1.0
12698,MgCoNiCuNbTa,1.0
12699,MgCoNiCuMoPd,2.0
12700,MgCoNiCuMoHf,1.0
12701,MgCoNiCuMoTa,1.0
12702,MgCoNiCuPdHf,2.0
12703,MgCoNiCuPdTa,2.0
12704,MgCoNiCuHfTa,1.0
12705,MgCoNiZnZrNb,2.0
12706,MgCoNiZnZrMo,2.0
12707,MgCoNiZnZrPd,2.0
12708,MgCoNiZnZrHf,1.0
12709,MgCoNiZnZrTa,1.0
12710,MgCoNiZnNbMo,2.0
12711,MgCoNiZnNbPd,2.0
12712,MgCoNiZnNbHf,1.0
12713,MgCoNiZnNbTa,1.0
12714,MgCoNiZnMoPd,2.0
12715,MgCoNiZnMoHf,1.0
12716,MgCoNiZnMoTa,1.0
12717,MgCoNiZnPdHf,2.0
12718,MgCoNiZnPdTa,2.0
12719,MgCoNiZnHfTa,1.0
12720,MgCoNiZrNbMo,2.0
12721,MgCoNiZrNbPd,2.0
12722,MgCoNiZrNbHf,1.0
12723,MgCoNiZrNbTa,1.0
12724,MgCoNiZrMoPd,2.0
12725,MgCoNiZrMoHf,1.0
12726,MgCoNiZrMoTa,1.0
12727,MgCoNiZrPdHf,1.0
12728,MgCoNiZrPdTa,1.0
12729,MgCoNiZrHfTa,1.0
12730,MgCoNiNbMoPd,2.0
12731,MgCoNiNbMoHf,1.0
12732,MgCoNiNbMoTa,1.0
12733,MgCoNiNbPdHf,1.0
12734,MgCoNiNbPdTa,1.0
12735,MgCoNiNbHfTa,1.0
12736,MgCoNiMoPdHf,1.0
12737,MgCoNiMoPdTa,1.0
12738,MgCoNiMoHfTa,1.0
12739,MgCoNiPdHfTa,1.0
12740,MgCoCuZnZrNb,2.0
12741,MgCoCuZnZrMo,2.0
12742,MgCoCuZnZrPd,2.0
12743,MgCoCuZnZrHf,1.0
12744,MgCoCuZnZrTa,1.0
12745,MgCoCuZnNbMo,2.0
12746,MgCoCuZnNbPd,2.0
12747,MgCoCuZnNbHf,1.0
12748,MgCoCuZnNbTa,1.0
12749,MgCoCuZnMoPd,2.0
12750,MgCoCuZnMoHf,1.0
12751,MgCoCuZnMoTa,1.0
12752,MgCoCuZnPdHf,2.0
12753,MgCoCuZnPdTa,2.0
12754,MgCoCuZnHfTa,1.0
12755,MgCoCuZrNbMo,2.0
12756,MgCoCuZrNbPd,2.0
12757,MgCoCuZrNbHf,1.0
12758,MgCoCuZrNbTa,1.0
12759,MgCoCuZrMoPd,2.0
12760,MgCoCuZrMoHf,1.0
12761,MgCoCuZrMoTa,1.0
12762,MgCoCuZrPdHf,1.0
12763,MgCoCuZrPdTa,1.0
12764,MgCoCuZrHfTa,1.0
12765,MgCoCuNbMoPd,2.0
12766,MgCoCuNbMoHf,2.0
12767,MgCoCuNbMoTa,2.0
12768,MgCoCuNbPdHf,1.0
12769,MgCoCuNbPdTa,1.0
12770,MgCoCuNbHfTa,1.0
12771,MgCoCuMoPdHf,1.0
12772,MgCoCuMoPdTa,1.0
12773,MgCoCuMoHfTa,1.0
12774,MgCoCuPdHfTa,1.0
12775,MgCoZnZrNbMo,2.0
12776,MgCoZnZrNbPd,2.0
12777,MgCoZnZrNbHf,1.0
12778,MgCoZnZrNbTa,1.0
12779,MgCoZnZrMoPd,2.0
12780,MgCoZnZrMoHf,1.0
12781,MgCoZnZrMoTa,1.0
12782,MgCoZnZrPdHf,1.0
12783,MgCoZnZrPdTa,1.0
12784,MgCoZnZrHfTa,1.0
12785,MgCoZnNbMoPd,2.0
12786,MgCoZnNbMoHf,1.0
12787,MgCoZnNbMoTa,1.0
12788,MgCoZnNbPdHf,1.0
12789,MgCoZnNbPdTa,1.0
12790,MgCoZnNbHfTa,1.0
12791,MgCoZnMoPdHf,1.0
12792,MgCoZnMoPdTa,1.0
12793,MgCoZnMoHfTa,1.0
12794,MgCoZnPdHfTa,1.0
12795,MgCoZrNbMoPd,2.0
12796,MgCoZrNbMoHf,1.0
12797,MgCoZrNbMoTa,1.0
12798,MgCoZrNbPdHf,1.0
12799,MgCoZrNbPdTa,1.0
12800,MgCoZrNbHfTa,1.0
12801,MgCoZrMoPdHf,1.0
12802,MgCoZrMoPdTa,1.0
12803,MgCoZrMoHfTa,1.0
12804,MgCoZrPdHfTa,1.0
12805,MgCoNbMoPdHf,1.0
12806,MgCoNbMoPdTa,1.0
12807,MgCoNbMoHfTa,1.0
12808,MgCoNbPdHfTa,1.0
12809,MgCoMoPdHfTa,1.0
12810,MgNiCuZnZrNb,2.0
12811,MgNiCuZnZrMo,2.0
12812,MgNiCuZnZrPd,2.0
12813,MgNiCuZnZrHf,1.0
12814,MgNiCuZnZrTa,1.0
12815,MgNiCuZnNbMo,2.0
12816,MgNiCuZnNbPd,2.0
12817,MgNiCuZnNbHf,1.0
12818,MgNiCuZnNbTa,1.0
12819,MgNiCuZnMoPd,2.0
12820,MgNiCuZnMoHf,1.0
12821,MgNiCuZnMoTa,2.0
12822,MgNiCuZnPdHf,2.0
12823,MgNiCuZnPdTa,2.0
12824,MgNiCuZnHfTa,1.0
12825,MgNiCuZrNbMo,2.0
12826,MgNiCuZrNbPd,2.0
12827,MgNiCuZrNbHf,1.0
12828,MgNiCuZrNbTa,1.0
12829,MgNiCuZrMoPd,2.0
12830,MgNiCuZrMoHf,1.0
12831,MgNiCuZrMoTa,1.0
12832,MgNiCuZrPdHf,1.0
12833,MgNiCuZrPdTa,1.0
12834,MgNiCuZrHfTa,1.0
12835,MgNiCuNbMoPd,2.0
12836,MgNiCuNbMoHf,2.0
12837,MgNiCuNbMoTa,1.0
12838,MgNiCuNbPdHf,1.0
12839,MgNiCuNbPdTa,1.0
12840,MgNiCuNbHfTa,1.0
12841,MgNiCuMoPdHf,1.0
12842,MgNiCuMoPdTa,1.0
12843,MgNiCuMoHfTa,1.0
12844,MgNiCuPdHfTa,1.0
12845,MgNiZnZrNbMo,2.0
12846,MgNiZnZrNbPd,2.0
12847,MgNiZnZrNbHf,1.0
12848,MgNiZnZrNbTa,1.0
12849,MgNiZnZrMoPd,2.0
12850,MgNiZnZrMoHf,1.0
12851,MgNiZnZrMoTa,1.0
12852,MgNiZnZrPdHf,1.0
12853,MgNiZnZrPdTa,1.0
12854,MgNiZnZrHfTa,1.0
12855,MgNiZnNbMoPd,2.0
12856,MgNiZnNbMoHf,1.0
12857,MgNiZnNbMoTa,1.0
12858,MgNiZnNbPdHf,1.0
12859,MgNiZnNbPdTa,1.0
12860,MgNiZnNbHfTa,1.0
12861,MgNiZnMoPdHf,1.0
12862,MgNiZnMoPdTa,1.0
12863,MgNiZnMoHfTa,1.0
12864,MgNiZnPdHfTa,1.0
12865,MgNiZrNbMoPd,2.0
12866,MgNiZrNbMoHf,1.0
12867,MgNiZrNbMoTa,1.0
12868,MgNiZrNbPdHf,1.0
12869,MgNiZrNbPdTa,1.0
12870,MgNiZrNbHfTa,1.0
12871,MgNiZrMoPdHf,1.0
12872,MgNiZrMoPdTa,1.0
12873,MgNiZrMoHfTa,1.0
12874,MgNiZrPdHfTa,1.0
12875,MgNiNbMoPdHf,1.0
12876,MgNiNbMoPdTa,1.0
12877,MgNiNbMoHfTa,1.0
12878,MgNiNbPdHfTa,1.0
12879,MgNiMoPdHfTa,1.0
12880,MgCuZnZrNbMo,2.0
12881,MgCuZnZrNbPd,2.0
12882,MgCuZnZrNbHf,1.0
12883,MgCuZnZrNbTa,1.0
12884,MgCuZnZrMoPd,2.0
12885,MgCuZnZrMoHf,1.0
12886,MgCuZnZrMoTa,1.0
12887,MgCuZnZrPdHf,1.0
12888,MgCuZnZrPdTa,1.0
12889,MgCuZnZrHfTa,1.0
12890,MgCuZnNbMoPd,2.0
12891,MgCuZnNbMoHf,2.0
12892,MgCuZnNbMoTa,2.0
12893,MgCuZnNbPdHf,1.0
12894,MgCuZnNbPdTa,2.0
12895,MgCuZnNbHfTa,1.0
12896,MgCuZnMoPdHf,1.0
12897,MgCuZnMoPdTa,2.0
12898,MgCuZnMoHfTa,1.0
