,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm, min Number, max Number, range Number, mean Number, avg_dev Number, mode Number, min MendeleevNumber, max MendeleevNumber, range MendeleevNumber, mean MendeleevNumber, avg_dev MendeleevNumber, mode MendeleevNumber, min AtomicWeight, max AtomicWeight, range AtomicWeight, mean AtomicWeight, avg_dev AtomicWeight, mode AtomicWeight, min MeltingT, max MeltingT, range MeltingT, mean MeltingT, avg_dev MeltingT, mode MeltingT, min Column, max Column, range Column, mean Column, avg_dev Column, mode Column, min Row, max Row, range Row, mean Row, avg_dev Row, mode Row, min CovalentRadius, max CovalentRadius, range CovalentRadius, mean CovalentRadius, avg_dev CovalentRadius, mode CovalentRadius, min Electronegativity, max Electronegativity, range Electronegativity, mean Electronegativity, avg_dev Electronegativity, mode Electronegativity, min NsValence, max NsValence, range NsValence, mean NsValence, avg_dev NsValence, mode NsValence, min NpValence, max NpValence, range NpValence, mean NpValence, avg_dev NpValence, mode NpValence, min NdValence, max NdValence, range NdValence, mean NdValence, avg_dev NdValence, mode NdValence, min NfValence, max NfValence, range NfValence, mean NfValence, avg_dev NfValence, mode NfValence, min NValence, max NValence, range NValence, mean NValence, avg_dev NValence, mode NValence, min NsUnfilled, max NsUnfilled, range NsUnfilled, mean NsUnfilled, avg_dev NsUnfilled, mode NsUnfilled, min NpUnfilled, max NpUnfilled, range NpUnfilled, mean NpUnfilled, avg_dev NpUnfilled, mode NpUnfilled, min NdUnfilled, max NdUnfilled, range NdUnfilled, mean NdUnfilled, avg_dev NdUnfilled, mode NdUnfilled, min NfUnfilled, max NfUnfilled, range NfUnfilled, mean NfUnfilled, avg_dev NfUnfilled, mode NfUnfilled, min NUnfilled, max NUnfilled, range NUnfilled, mean NUnfilled, avg_dev NUnfilled, mode NUnfilled, min GSvolume_pa, max GSvolume_pa, range GSvolume_pa, mean GSvolume_pa, avg_dev GSvolume_pa, mode GSvolume_pa, min GSbandgap, max GSbandgap, range GSbandgap, mean GSbandgap, avg_dev GSbandgap, mode GSbandgap, min GSmagmom, max GSmagmom, range GSmagmom, mean GSmagmom, avg_dev GSmagmom, mode GSmagmom, min SpaceGroupNumber, max SpaceGroupNumber, range SpaceGroupNumber, mean SpaceGroupNumber, avg_dev SpaceGroupNumber, mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char
311,6,0.4206598774666869,0.3180075804404787,0.25561006228484623,0.2330662693525845,0.21752248267022922,22.0,40.0,18.0,27.629629629629626,4.581618655692727,22.0,43.0,58.0,15.0,50.07407407407407,5.473251028806584,43.0,47.867,91.224,43.357000000000006,60.959970370370364,11.208899862825785,47.867,1519.0,2183.0,664.0,1859.2962962962963,177.7366255144033,1519.0,4.0,9.0,5.0,6.296296296296296,1.8930041152263373,4.0,4.0,5.0,1.0,4.185185185185185,0.30178326474622763,4.0,126.0,175.0,49.0,146.88888888888889,16.17283950617284,126.0,1.33,1.88,0.5499999999999998,1.6262962962962961,0.16995884773662545,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.296296296296296,1.8930041152263373,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.296296296296296,1.8930041152263373,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.703703703703703,1.8930041152263373,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.703703703703703,1.8930041152263373,3.0,10.245,23.195,12.950000000000001,14.176219667944443,4.2713187644855966,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.677679010004257,0.8532503629598096,0.0,194.0,229.0,35.0,207.33333333333331,14.814814814814811,194.0,2.0,0.0,4.296296296296296,0.0,False,0.07283617218824678,0.00936738441868354
312,6,0.4110657724161397,0.30670453837979184,0.24366369281014758,0.22130517211671327,0.20618962519253628,22.0,40.0,18.0,27.3859649122807,4.425977223761155,22.0,43.0,58.0,15.0,49.859649122807014,5.410895660203139,43.0,47.867,91.224,43.357000000000006,60.43268245614034,10.803971068020925,47.867,1519.0,2183.0,664.0,1876.3333333333333,186.3157894736842,1519.0,4.0,9.0,5.0,6.228070175438596,1.8651892890120036,4.0,4.0,5.0,1.0,4.175438596491228,0.289319790704832,4.0,126.0,175.0,49.0,147.21052631578948,15.660203139427518,126.0,1.33,1.88,0.5499999999999998,1.6264912280701755,0.16121883656509692,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.228070175438597,1.8651892890120036,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.228070175438596,1.8651892890120036,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.771929824561403,1.8651892890120036,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.771929824561403,1.8651892890120036,3.0,10.245,23.195,12.950000000000001,14.11483968542105,4.089586185669436,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6420116936882435,0.83337214478018,0.0,194.0,229.0,35.0,208.4736842105263,15.23545706371191,194.0,2.0,0.0,4.228070175438597,0.0,False,0.07283617218824678,0.008881199716539997
313,6,0.4206598774666869,0.3180075804404787,0.25561006228484623,0.2330662693525845,0.21752248267022922,22.0,40.0,18.0,25.74074074074074,2.674897119341564,22.0,43.0,58.0,15.0,50.2962962962963,5.22633744855967,43.0,47.867,91.224,43.357000000000006,56.48413703703704,6.0537048696845,47.867,1519.0,2183.0,664.0,1865.4074074074074,184.5267489711934,1519.0,4.0,9.0,5.0,6.407407407407407,1.7695473251028806,4.0,4.0,5.0,1.0,4.0740740740740735,0.13717421124828486,4.0,126.0,175.0,49.0,144.44444444444443,13.456790123456788,126.0,1.33,1.88,0.5499999999999998,1.6596296296296296,0.14471879286694098,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.407407407407407,1.7695473251028806,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.407407407407407,1.7695473251028806,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.592592592592592,1.7695473251028806,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.592592592592592,1.7695473251028806,3.0,10.245,23.195,12.950000000000001,13.044553001277777,2.85393548081893,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.677679010004257,0.8532503629598096,0.0,194.0,229.0,35.0,211.2222222222222,15.308641975308644,194.0,2.0,0.0,4.407407407407407,0.0,False,0.07283617218824678,0.006747235341155212
314,6,0.4110657724161397,0.30670453837979184,0.24366369281014758,0.22130517211671327,0.20618962519253628,22.0,40.0,18.0,26.49122807017544,3.496460449369036,22.0,43.0,58.0,15.0,49.96491228070175,5.3000923361034165,43.0,47.867,91.224,43.357000000000006,58.31255087719298,8.301283687288397,47.867,1519.0,2183.0,664.0,1879.2280701754387,189.3628808864266,1519.0,4.0,9.0,5.0,6.280701754385964,1.8097876269621422,4.0,4.0,5.0,1.0,4.12280701754386,0.21545090797168356,4.0,126.0,175.0,49.0,146.05263157894737,14.441366574330562,126.0,1.33,1.88,0.5499999999999998,1.6422807017543857,0.14927670052323783,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.280701754385965,1.8097876269621418,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.280701754385964,1.8097876269621422,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.719298245614035,1.8097876269621418,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.719298245614035,1.8097876269621418,3.0,10.245,23.195,12.950000000000001,13.578787053842104,3.4535305292871654,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6420116936882435,0.83337214478018,0.0,194.0,229.0,35.0,210.3157894736842,15.457063711911358,194.0,2.0,0.0,4.280701754385965,0.0,False,0.07283617218824678,0.007705398745460802
315,6,0.408248290463863,0.3028534321386899,0.23849484685087588,0.2152847236817911,0.1993718664752192,22.0,40.0,18.0,27.166666666666668,4.277777777777779,22.0,43.0,58.0,15.0,49.666666666666664,5.333333333333333,43.0,47.867,91.224,43.357000000000006,59.95812333333333,10.42195888888889,47.867,1519.0,2183.0,664.0,1891.6666666666667,192.33333333333334,1519.0,4.0,9.0,5.0,6.166666666666667,1.8333333333333333,4.0,4.0,5.0,1.0,4.166666666666667,0.27777777777777796,4.0,126.0,175.0,49.0,147.5,15.166666666666666,126.0,1.33,1.88,0.5499999999999998,1.6266666666666667,0.1533333333333333,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.166666666666667,1.8333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.166666666666667,1.8333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.833333333333333,1.8333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.833333333333333,1.8333333333333333,3.0,10.245,23.195,12.950000000000001,14.059597701149999,3.9219348659000004,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6099111090038314,0.8131039273307792,0.0,194.0,229.0,35.0,209.5,15.5,194.0,2.0,0.0,4.166666666666667,0.0,False,0.07283617218824678,0.008442984109221025
316,6,0.41055610020246225,0.3064619905489035,0.24473286565791405,0.22436804245399958,0.21283474806852182,22.0,40.0,18.0,27.77777777777778,5.044091710758378,40.0,43.0,58.0,15.0,49.3968253968254,5.336356764928194,44.0,47.867,91.224,43.357000000000006,61.44697460317461,12.28893111615017,91.224,1519.0,2183.0,664.0,1902.920634920635,193.89266817838248,2128.0,4.0,9.0,5.0,6.063492063492064,1.8442932728647017,4.0,4.0,5.0,1.0,4.2063492063492065,0.3275384227765181,5.0,126.0,175.0,49.0,148.80952380952382,15.691609977324264,175.0,1.33,1.88,0.5499999999999998,1.6125396825396825,0.15948601662887374,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.063492063492064,1.8442932728647017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.063492063492064,1.8442932728647017,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.936507936507937,1.8442932728647015,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.936507936507937,1.8442932728647015,8.0,10.245,23.195,12.950000000000001,14.494616858238095,4.28758134160393,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5808677228607918,0.792824937866164,0.0,194.0,229.0,35.0,208.7619047619048,15.464852607709753,194.0,2.0,0.0,4.063492063492064,0.0,False,0.07283617218824678,0.009008476962053223
317,6,0.41659779045053097,0.31628083863749207,0.26208524366526553,0.24841247960277513,0.24350472981274635,22.0,40.0,18.0,28.333333333333336,5.656565656565658,40.0,43.0,58.0,15.0,49.15151515151515,5.3168044077135,44.0,47.867,91.224,43.357000000000006,62.80047575757577,13.781102662993582,91.224,1519.0,2183.0,664.0,1913.1515151515152,194.3801652892562,2128.0,4.0,9.0,5.0,5.96969696969697,1.8457300275482098,4.0,4.0,5.0,1.0,4.242424242424242,0.3673094582185491,5.0,126.0,175.0,49.0,150.0,16.060606060606062,175.0,1.33,1.88,0.5499999999999998,1.5996969696969698,0.1639118457300275,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.9696969696969697,1.8457300275482098,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.96969696969697,1.8457300275482098,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.03030303030303,1.8457300275482098,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.03030303030303,1.8457300275482098,8.0,10.245,23.195,12.950000000000001,14.890088819227273,4.572051233336088,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5544646445489376,0.7727893063339772,0.0,194.0,229.0,35.0,208.09090909090912,15.371900826446284,194.0,2.0,0.0,3.9696969696969697,0.0,False,0.07283617218824678,0.009438601315790359
318,6,0.42857142857142855,0.33590495538867965,0.294132019496931,0.2872826096750584,0.28585348904929425,22.0,40.0,18.0,29.0,6.285714285714286,40.0,43.0,58.0,15.0,48.857142857142854,5.265306122448979,44.0,47.867,91.224,43.357000000000006,64.42467714285715,15.313898775510209,91.224,1519.0,2183.0,664.0,1925.4285714285713,193.79591836734696,2128.0,4.0,9.0,5.0,5.857142857142857,1.8367346938775508,4.0,4.0,5.0,1.0,4.285714285714286,0.4081632653061224,5.0,126.0,175.0,49.0,151.42857142857142,16.367346938775512,175.0,1.33,1.88,0.5499999999999998,1.5842857142857143,0.16775510204081628,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.857142857142857,1.836734693877551,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.857142857142857,1.8367346938775508,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.142857142857143,1.8367346938775508,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.142857142857143,1.8367346938775508,8.0,10.245,23.195,12.950000000000001,15.364655172414286,4.853152709359184,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5227809505747126,0.7467348853858785,0.0,194.0,229.0,35.0,207.28571428571428,15.183673469387754,194.0,2.0,0.0,3.857142857142857,0.0,False,0.07283617218824678,0.009849200753164802
319,6,0.43942506663960107,0.35337998035285645,0.3198182569771685,0.3157253412153762,0.3151064999114914,22.0,40.0,18.0,29.45205479452055,6.6466504034528056,40.0,43.0,58.0,15.0,48.657534246575345,5.212985550759992,44.0,47.867,91.224,43.357000000000006,65.5260191780822,16.19324818915369,91.224,1519.0,2183.0,664.0,1933.7534246575342,192.6740476637268,2128.0,4.0,9.0,5.0,5.78082191780822,1.8239819853631078,4.0,4.0,5.0,1.0,4.315068493150685,0.43160067554888343,5.0,126.0,175.0,49.0,152.39726027397262,16.490898855319944,175.0,1.33,1.88,0.5499999999999998,1.573835616438356,0.16945017826984415,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.7808219178082196,1.8239819853631078,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.78082191780822,1.8239819853631078,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.219178082191781,1.8239819853631078,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.219178082191781,1.8239819853631078,8.0,10.245,23.195,12.950000000000001,15.686450165328766,5.006360124497279,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5012968019209573,0.7278192866186536,0.0,194.0,229.0,35.0,206.73972602739727,15.00844436104335,194.0,2.0,0.0,3.7808219178082196,0.0,False,0.07283617218824678,0.01006211033208877
320,6,0.451221794723217,0.3718793585592497,0.3449373243258658,0.34240869594875895,0.3421173782597588,22.0,40.0,18.0,29.86842105263158,6.932132963988921,40.0,43.0,58.0,15.0,48.473684210526315,5.152354570637119,44.0,47.867,91.224,43.357000000000006,66.54041315789475,16.888769944598348,91.224,1519.0,2183.0,664.0,1941.421052631579,191.23268698060943,2128.0,4.0,9.0,5.0,5.7105263157894735,1.8074792243767313,4.0,4.0,5.0,1.0,4.342105263157895,0.4501385041551247,5.0,126.0,175.0,49.0,153.28947368421052,16.62049861495845,175.0,1.33,1.88,0.5499999999999998,1.5642105263157895,0.17036011080332406,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.710526315789474,1.8074792243767315,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.7105263157894735,1.8074792243767313,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.2894736842105265,1.8074792243767313,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.2894736842105265,1.8074792243767313,8.0,10.245,23.195,12.950000000000001,15.98284029038158,5.120730251217452,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4815087702661827,0.7095043314388514,0.0,194.0,229.0,35.0,206.23684210526318,14.813019390581722,194.0,2.0,0.0,3.710526315789474,0.0,False,0.07283617218824678,0.010211372615805854
321,6,0.46770717334674267,0.3968502629920499,0.37653066314327444,0.3751223571390197,0.375003175207978,22.0,40.0,18.0,30.375,7.21875,40.0,43.0,58.0,15.0,48.25,5.0625,44.0,47.867,91.224,43.357000000000006,67.77459250000001,17.587055625000005,91.224,1519.0,2183.0,664.0,1950.75,191.0,2128.0,4.0,9.0,5.0,5.625,1.78125,4.0,4.0,5.0,1.0,4.375,0.46875,5.0,126.0,175.0,49.0,154.375,16.875,175.0,1.33,1.88,0.5499999999999998,1.5525,0.17062499999999994,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.625,1.78125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.625,1.78125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.375,1.78125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.375,1.78125,8.0,10.245,23.195,12.950000000000001,16.3434482758625,5.2253017241375,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.45743333175287354,0.6860668341235632,0.0,194.0,229.0,35.0,205.625,14.53125,194.0,2.0,0.0,3.625,0.0,False,0.07283617218824678,0.010332410091846773
322,6,0.41055610020246225,0.30646199054890355,0.24473286565791405,0.22436804245399958,0.21283474806852182,22.0,40.0,18.0,26.96825396825397,4.147140337616528,23.0,43.0,58.0,15.0,49.492063492063494,5.245653817082389,46.0,47.867,91.224,43.357000000000006,59.52876031746032,10.061980851599902,50.9415,1519.0,2183.0,664.0,1905.5396825396826,196.3869992441421,2183.0,4.0,9.0,5.0,6.111111111111112,1.7989417989417988,5.0,4.0,5.0,1.0,4.158730158730159,0.26706979087931493,4.0,126.0,175.0,49.0,147.76190476190476,14.693877551020408,153.0,1.33,1.88,0.5499999999999998,1.626825396825397,0.146182917611489,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.111111111111111,1.798941798941799,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.111111111111112,1.7989417989417988,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.888888888888889,1.798941798941799,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.888888888888889,1.798941798941799,7.0,10.245,23.195,12.950000000000001,14.009616858238095,3.7669099312774006,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5808677228607918,0.7928249378661641,0.0,194.0,229.0,35.0,210.42857142857144,15.646258503401361,229.0,2.0,0.0,4.111111111111111,0.0,False,0.07283617218824678,0.008045973219287713
323,6,0.41659779045053097,0.31628083863749207,0.26208524366526553,0.24841247960277513,0.24350472981274635,22.0,40.0,18.0,26.787878787878793,4.067952249770434,23.0,43.0,58.0,15.0,49.33333333333334,5.151515151515153,46.0,47.867,91.224,43.357000000000006,59.1384303030303,9.722899908172632,50.9415,1519.0,2183.0,664.0,1918.1515151515152,198.92561983471074,2183.0,4.0,9.0,5.0,6.0606060606060606,1.7630853994490359,5.0,4.0,5.0,1.0,4.151515151515151,0.2571166207529843,4.0,126.0,175.0,49.0,148.0,14.242424242424244,153.0,1.33,1.88,0.5499999999999998,1.626969696969697,0.13966942148760325,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0606060606060606,1.7630853994490359,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.0606060606060606,1.7630853994490359,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.93939393939394,1.7630853994490359,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.93939393939394,1.7630853994490359,7.0,10.245,23.195,12.950000000000001,13.964179728318182,3.6232244070798907,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5544646445489376,0.7727893063339772,0.0,194.0,229.0,35.0,211.2727272727273,15.702479338842972,229.0,2.0,0.0,4.0606060606060606,0.0,False,0.07283617218824678,0.0076846172225689124
324,6,0.42857142857142855,0.33590495538867965,0.294132019496931,0.2872826096750584,0.28585348904929425,22.0,40.0,18.0,26.571428571428573,3.9591836734693886,23.0,43.0,58.0,15.0,49.142857142857146,5.020408163265307,46.0,47.867,91.224,43.357000000000006,58.67003428571428,9.376321836734693,50.9415,1519.0,2183.0,664.0,1933.2857142857142,200.53061224489798,2183.0,4.0,9.0,5.0,6.0,1.7142857142857142,5.0,4.0,5.0,1.0,4.142857142857143,0.24489795918367374,4.0,126.0,175.0,49.0,148.28571428571428,13.673469387755103,153.0,1.33,1.88,0.5499999999999998,1.627142857142857,0.13183673469387752,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,1.7142857142857142,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.0,1.7142857142857142,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.0,1.7142857142857142,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.0,1.7142857142857142,7.0,10.245,23.195,12.950000000000001,13.909655172414286,3.4473399014775516,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5227809505747126,0.7467348853858785,0.0,194.0,229.0,35.0,212.28571428571428,15.673469387755103,229.0,2.0,0.0,4.0,0.0,False,0.07283617218824678,0.007250440647697925
325,6,0.43942506663960107,0.35337998035285645,0.3198182569771685,0.3157253412153762,0.3151064999114914,22.0,40.0,18.0,26.424657534246577,3.876899981234754,23.0,43.0,58.0,15.0,49.013698630136986,4.920247701257272,46.0,47.867,91.224,43.357000000000006,58.352423287671236,9.165026965659601,50.9415,1519.0,2183.0,664.0,1943.5479452054794,201.42240570463503,2183.0,4.0,9.0,5.0,5.958904109589041,1.6776130606117472,5.0,4.0,5.0,1.0,4.136986301369863,0.23644210921373593,4.0,126.0,175.0,49.0,148.47945205479454,13.270782510790013,153.0,1.33,1.88,0.5499999999999998,1.6272602739726028,0.12651529367611178,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.958904109589041,1.6776130606117468,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.958904109589041,1.6776130606117472,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.041095890410959,1.6776130606117472,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.041095890410959,1.6776130606117472,7.0,10.245,23.195,12.950000000000001,13.872683042041094,3.3259271002514543,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5012968019209573,0.7278192866186535,0.0,194.0,229.0,35.0,212.972602739726,15.593920060048795,229.0,2.0,0.0,3.958904109589041,0.0,False,0.07283617218824678,0.006955692266443437
326,6,0.451221794723217,0.3718793585592497,0.3449373243258658,0.34240869594875895,0.3421173782597588,22.0,40.0,18.0,26.289473684210527,3.795013850415513,23.0,43.0,58.0,15.0,48.89473684210527,4.819944598337951,46.0,47.867,91.224,43.357000000000006,58.059886842105264,8.957216135734074,50.9415,1519.0,2183.0,664.0,1953.0,203.42105263157896,2183.0,4.0,9.0,5.0,5.921052631578948,1.6412742382271468,5.0,4.0,5.0,1.0,4.131578947368421,0.22853185595567882,4.0,126.0,175.0,49.0,148.6578947368421,12.887811634349031,153.0,1.33,1.88,0.5499999999999998,1.6273684210526318,0.12160664819944589,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.921052631578948,1.6412742382271468,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.921052631578948,1.6412742382271468,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.078947368421053,1.6412742382271468,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.078947368421053,1.6412742382271468,7.0,10.245,23.195,12.950000000000001,13.838629764065788,3.212563282070637,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4815087702661827,0.7095043314388514,0.0,194.0,229.0,35.0,213.60526315789477,15.47783933518005,229.0,2.0,0.0,3.921052631578948,0.0,False,0.07283617218824678,0.006683969702568268
